Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",24y 213d,109 (53-2-54 49.54%),64 (0.59),←,
50,"Ballantyne, Jon",23y 360d,20 (9-0-11 45.00%),46 (2.30),←,
19,"Beveridge, Luke",22y 335d,48 (27-0-21 56.25%),48 (1.00),6 (3-0-3 50.00%),7 (1.17)
18,"Cameron, Leon",20y 325d,57 (29-1-27 51.75%),25 (0.44),←,
31,"Darcy, Anthony",21y 124d,9 (2-0-7 22.22%),1 (0.11),8 (2-0-6 25.00%),1 (0.13)
26,"Del-Re, Danny",25y 162d,57 (32-1-24 57.02%),135 (2.37),←,
41,"Frost, Michael",22y 207d,13 (7-0-6 53.85%),3 (0.23),←,
29,"Grant, Chris",20y 223d,72 (39-1-32 54.86%),141 (1.96),←,
28,"Grgic, Ilija",21y 141d,5 (3-0-2 60.00%),6 (1.20),←,
7,"Hawkins, Doug",33y 80d,304 (129-4-171 43.09%),207 (0.68),←,
4,"Kellett, Nigel",23y 218d,52 (27-0-25 51.92%),21 (0.40),←,
21,"Kolyniuk, Steven",23y 19d,77 (38-1-38 50.00%),92 (1.19),←,
39,"Liberatore, Tony",27y 163d,100 (56-1-43 56.50%),56 (0.56),←,
43,"Nicholson, Brad",19y 50d,1 (0-0-1 0.00%),,←,
22,"Quill, Peter",23y 335d,9 (4-0-5 44.44%),4 (0.44),←,
34,"Sexton, Ben",20y 268d,17 (8-1-8 50.00%),14 (0.82),←,
17,"Standfield, Barry",23y 161d,48 (27-0-21 56.25%),20 (0.42),←,
8,"Toohey, Bernard",30y 156d,259 (133-1-125 51.54%),115 (0.44),36 (23-0-13 63.89%),4 (0.11)
14,"West, Scott",18y 252d,13 (6-0-7 46.15%),15 (1.15),←,
15,"Wynd, Scott",23y 180d,94 (47-1-46 50.53%),12 (0.13),←,
Totals,Totals,23y 199d,1364 (676-14-674 49.56%),1025 (0.75),,
C,"Wheeler, Terry",38y 133d,85 (46-1-38 54.71%),,←,
