Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
35,"Apeness, Michael",23y 154d,11 (6-0-5 54.55%),6 (0.55),←,
1,"Ballantyne, Hayden",30y 350d,164 (92-1-71 56.40%),246 (1.50),←,
41,"Banfield, Bailey",20y 125d,14 (6-0-8 42.86%),4 (0.29),←,
8,"Brayshaw, Andrew",18y 235d,14 (6-0-8 42.86%),4 (0.29),←,
5,"Cerra, Adam",18y 267d,13 (6-0-7 46.15%),6 (0.46),←,
36,"Cox, Brennan",19y 322d,18 (5-0-13 27.78%),15 (0.83),←,
7,"Fyfe, Nat",26y 286d,151 (85-1-65 56.62%),131 (0.87),←,
42,"Giro, Stefan",19y 113d,4 (2-0-2 50.00%),2 (0.50),←,
21,"Hamling, Joel",25y 83d,58 (30-0-28 51.72%),,35 (14-0-21 40.00%),
32,"Hill, Stephen",28y 61d,199 (103-0-96 51.76%),111 (0.56),←,
22,"Kersten, Shane",25y 108d,62 (38-0-24 61.29%),66 (1.06),25 (10-0-15 40.00%),25 (1.00)
26,"Langdon, Ed",22y 150d,38 (14-0-24 36.84%),21 (0.55),←,
3,"Matera, Brandon",26y 112d,114 (37-1-76 32.89%),134 (1.18),13 (6-0-7 46.15%),10 (0.77)
16,"Mundy, David",32y 346d,286 (149-1-136 52.27%),122 (0.43),←,
27,"Neale, Lachie",25y 38d,127 (63-0-64 49.61%),63 (0.50),←,
43,"Nyhuis, Ryan",21y 298d,9 (4-0-5 44.44%),5 (0.56),←,
25,"Pearce, Alex",23y 22d,34 (14-0-20 41.18%),3 (0.09),←,
38,"Ryan, Luke",22y 145d,25 (8-0-17 32.00%),1 (0.04),←,
11,"Sheridan, Tom",24y 246d,74 (38-0-36 51.35%),27 (0.36),←,
18,"Tucker, Darcy",21y 159d,43 (13-0-30 30.23%),18 (0.42),←,
10,"Walters, Michael",27y 175d,122 (64-1-57 52.87%),213 (1.75),←,
14,"Wilson, Nathan",25y 175d,90 (45-2-43 51.11%),17 (0.19),13 (5-0-8 38.46%),1 (0.08)
Totals,Totals,24y 31d,1670 (828-7-835 49.58%),1215 (0.73),,
C,"Lyon, Ross",51y 235d,276 (161-5-110 59.24%),,155 (85-1-69 55.16%),
