West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Evans, Tony",12,6,5,17,2,,,1.0,,,,,2.0,2.0,,,,,,,,,
22,"Hynes, David",11,2,2,13,1,1.0,13.0,2.0,,,,,2.0,1.0,,,,,,,,,
27,"Jakovich, Glen",20,4,3,23,,1.0,10.0,4.0,,,,,,1.0,,,,,,,,,
2,"Kemp, Dean",9,1,7,16,,,,,,,,,,,,,,,,,,,
15,"Laidley, Dani",14,1,16,30,,1.0,,1.0,,,,,1.0,2.0,2.0,,,,,,,,
5,"Lamb, Dwayne",11,2,8,19,1,,,2.0,,,,,,1.0,,,,,,,,,
19,"Langdon, Karl",9,1,2,11,2,,4.0,3.0,,,,,,4.0,,,,,,,,,
28,"Lewis, Chris",16,5,5,21,2,1.0,,5.0,,,,,,2.0,,,,,,,,,
3,"Mainwaring, Chris",23,1,3,26,,,,2.0,,,,,5.0,2.0,,,,,,,,,
30,"Matera, Peter",15,1,5,20,2,,,2.0,,,,,,2.0,,,,,,,,,
11,"McIntosh, Ashley",5,3,3,8,1,1.0,4.0,2.0,,,,,,,,,,,,,,,
4,"Sumich, Peter",3,1,1,4,,1.0,,,,,,,,,,,,,,,,,
7,"Turley, Craig",8,4,4,12,1,1.0,,1.0,,,,,,1.0,,,,,,,,,
35,"Ugle, Troy",15,7,7,22,,,,3.0,,,,,1.0,,3.0,,,,,,,,
39,"Waterman, Chris",12,4,9,21,,,,3.0,,,,,,2.0,,,,,,,,,
13,"Watters, Scott",14,3,10,24,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
37,"West, Robert",4,2,1,5,,1.0,,1.0,,,,,,,,,,,,,,,
31,"White, Mitchell",6,1,2,8,,,,2.0,,,,,,1.0,,,,,,,,,
9,"Wilson, Peter",21,3,5,26,4,1.0,,2.0,,,,,,,,,,,,,,,
24,"Worsfold, John",6,,6,12,,,,3.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,234,52,104,338,17,16.0,31.0,39.0,,,,,13.0,22.0,5.0,,,,,,,,
Opposition,Opposition,218,68,125,343,11,12.0,34.0,18.0,,,,,22.0,13.0,1.0,,,,,,,,
