St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
29,"Baker, Steven",21y 40d,19 (5-0-14 26.32%),2 (0.11),←,
21,"Beetham, Caydn",19y 112d,21 (4-0-17 19.05%),7 (0.33),←,
22,"Begley, James",20y 344d,16 (4-1-11 28.13%),2 (0.13),←,
11,"Callaghan, Craig",25y 114d,103 (30-0-73 29.13%),84 (0.82),8 (2-0-6 25.00%),15 (1.88)
19,"Davis, Chad",21y 30d,19 (3-1-15 18.42%),12 (0.63),←,
31,"Elliott, Tim",24y 292d,45 (19-0-26 42.22%),10 (0.22),←,
10,"Everitt, Peter",27y 59d,160 (70-2-88 44.38%),273 (1.71),←,
37,"Gale, Mark",25y 55d,83 (25-0-58 30.12%),21 (0.25),12 (2-0-10 16.67%),3 (0.25)
9,"Gehrig, Fraser",25y 120d,126 (65-1-60 51.98%),160 (1.27),11 (2-0-9 18.18%),1 (0.09)
25,"Hall, Barry",24y 143d,82 (33-1-48 40.85%),122 (1.49),←,
2,"Hamill, Aaron",23y 315d,105 (52-0-53 49.52%),133 (1.27),13 (3-0-10 23.08%),19 (1.46)
7,"Hayes, Lenny",21y 168d,51 (13-1-37 26.47%),20 (0.39),←,
8,"Hudghton, Max",24y 302d,93 (39-1-53 42.47%),5 (0.05),←,
5,"Jones, Austinn",24y 276d,132 (56-1-75 42.80%),104 (0.79),←,
36,"Knowles, Brett",23y 49d,38 (10-0-28 26.32%),7 (0.18),←,
24,"Koschitzke, Justin",18y 284d,11 (2-0-9 18.18%),,←,
44,"Milne, Stephen",21y 115d,10 (2-0-8 20.00%),14 (1.40),←,
1,"Peckett, Justin",28y 269d,161 (69-1-91 43.17%),22 (0.14),←,
17,"Plapp, Justin",24y 9d,36 (12-0-24 33.33%),26 (0.72),18 (2-0-16 11.11%),4 (0.22)
28,"Ryan, Damien",23y 332d,58 (25-1-32 43.97%),9 (0.16),28 (11-1-16 41.07%),3 (0.11)
4,"Thompson, Andrew",28y 253d,100 (43-1-56 43.50%),66 (0.66),←,
13,"Voss, Brett",23y 129d,48 (22-1-25 46.88%),20 (0.42),13 (3-0-10 23.08%),9 (0.69)
Totals,Totals,23y 256d,1517 (603-13-901 39.75%),1119 (0.74),,
C,"Blight, Malcolm",51y 135d,248 (139-0-109 56.05%),,13 (3-0-10 23.08%),
