Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",27y 283d,193 (84-0-109 43.52%),148 (0.77),←,
16,"Bowden, Patrick",24y 239d,51 (8-1-42 16.67%),56 (1.10),1 (0-0-1 0.00%),1 (1.00)
7,"Brown, Nathan",28y 49d,168 (75-3-90 45.54%),266 (1.58),31 (11-0-20 35.48%),60 (1.94)
24,"Coughlan, Mark",23y 345d,72 (25-0-47 34.72%),34 (0.47),←,
3,"Deledio, Brett",18y 347d,23 (10-0-13 43.48%),16 (0.70),←,
41,"Foley, Nathan",20y 204d,7 (1-0-6 14.29%),1 (0.14),←,
2,"Gaspar, Darren",29y 315d,216 (95-0-121 43.98%),23 (0.11),195 (88-0-107 45.13%),22 (0.11)
31,"Hyde, Chris",23y 234d,48 (10-0-38 20.83%),8 (0.17),←,
17,"Johnson, Kane",28y 16d,162 (73-0-89 45.06%),63 (0.39),58 (18-0-40 31.03%),19 (0.33)
39,"Kellaway, Andrew",30y 128d,158 (70-0-88 44.30%),26 (0.16),←,
27,"Krakouer, Andrew",23y 55d,77 (23-0-54 29.87%),77 (1.00),←,
1,"Newman, Chris",23y 317d,77 (24-0-53 31.17%),9 (0.12),←,
26,"Pattison, Adam",20y 26d,3 (1-0-2 33.33%),,←,
15,"Pettifer, Kayne",24y 68d,60 (24-0-36 40.00%),55 (0.92),←,
4,"Raines, Andrew",20y 23d,8 (3-0-5 37.50%),,←,
12,"Richardson, Matthew",31y 12d,217 (94-0-123 43.32%),645 (2.97),←,
18,"Rodan, David",22y 174d,61 (17-0-44 27.87%),43 (0.70),←,
25,"Schulz, Jay",20y 347d,26 (8-0-18 30.77%),15 (0.58),←,
5,"Simmonds, Troy",27y 261d,127 (62-0-65 48.82%),88 (0.69),23 (10-0-13 43.48%),22 (0.96)
30,"Tambling, Richard",19y 200d,13 (7-0-6 53.85%),9 (0.69),←,
32,"Tivendale, Greg",26y 346d,145 (58-0-87 40.00%),97 (0.67),←,
21,"Tuck, Shane",24y 97d,26 (10-0-16 38.46%),11 (0.42),←,
Totals,Totals,24y 202d,1938 (782-4-1152 40.35%),1690 (0.87),,
C,"Wallace, Terry",47y 108d,171 (89-2-80 52.63%),,23 (10-0-13 43.48%),
