West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
37,"Barrass, Tom",28y 224d,141 (69-1-71 49.29%),1 (0.01),←,
18,"Chesser, Campbell",21y 22d,24 (6-0-18 25.00%),4 (0.17),←,
28,"Cole, Tom",26y 357d,100 (55-0-45 55.00%),4 (0.04),←,
15,"Cripps, Jamie",32y 26d,238 (124-1-113 52.31%),295 (1.24),222 (116-1-105 52.48%),279 (1.26)
27,"Darling, Jack",31y 341d,287 (155-1-131 54.18%),521 (1.82),←,
43,"Dewar, Tyrell",20y 53d,2 (1-0-1 50.00%),1 (0.50),←,
14,"Duggan, Liam",27y 160d,168 (82-0-86 48.81%),14 (0.08),←,
16,"Edwards, Luke",22y 97d,34 (8-0-26 23.53%),2 (0.06),←,
7,"Ginbey, Reuben",19y 252d,27 (4-0-23 14.81%),2 (0.07),←,
19,"Hough, Brady",21y 75d,40 (6-0-34 15.00%),,←,
5,"Hunt, Jayden",29y 46d,146 (67-1-78 46.23%),53 (0.36),32 (6-0-26 18.75%),10 (0.31)
31,"Jones, Jamaine",25y 233d,58 (19-0-39 32.76%),22 (0.38),51 (14-0-37 27.45%),18 (0.35)
11,"Kelly, Tim",29y 298d,134 (57-0-77 42.54%),77 (0.57),86 (27-0-59 31.40%),29 (0.34)
41,"Maric, Ryan",19y 256d,18 (5-0-13 27.78%),14 (0.78),←,
20,"McGovern, Jeremy",32y 34d,182 (103-0-79 56.59%),37 (0.20),←,
9,"Reid, Harley",19y 32d,9 (3-0-6 33.33%),7 (0.78),←,
35,"Rotham, Josh",26y 84d,66 (25-0-41 37.88%),2 (0.03),←,
1,"Ryan, Liam",27y 230d,93 (46-0-47 49.46%),127 (1.37),←,
4,"Sheed, Dom",29y 39d,162 (91-1-70 56.48%),69 (0.43),←,
2,"Waterman, Jake",26y 13d,93 (40-0-53 43.01%),108 (1.16),←,
32,"Williams, Bailey",24y 32d,59 (13-0-46 22.03%),17 (0.29),←,
34,"Williams, Jack",20y 170d,19 (5-0-14 26.32%),13 (0.68),←,
23,"Witherden, Alex",25y 252d,110 (38-0-72 34.55%),7 (0.06),51 (12-0-39 23.53%),2 (0.04)
Totals,Totals,25y 176d,2210 (1022-5-1183 46.24%),1397 (0.63),,
C,"Simpson, Adam",48y 93d,236 (122-1-113 51.91%),,←,
