Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",22y 296d,53 (15-0-38 28.30%),25 (0.47),8 (7-0-1 87.50%),1 (0.13)
31,"Andrews, Harris",23y 233d,106 (34-0-72 32.08%),9 (0.08),←,
43,"Answerth, Noah",20y 360d,21 (14-0-7 66.67%),2 (0.10),←,
33,"Bailey, Zac",20y 312d,36 (20-0-16 55.56%),17 (0.47),←,
38,"Ballenden, Connor",21y 124d,1 (1-0-0 100.00%),1 (1.00),←,
7,"Berry, Jarrod",22y 177d,66 (29-0-37 43.94%),30 (0.45),←,
14,"Birchall, Grant",32y 185d,256 (174-1-81 68.16%),34 (0.13),8 (7-0-1 87.50%),
23,"Cameron, Charlie",26y 26d,117 (71-1-45 61.11%),180 (1.54),44 (24-0-20 54.55%),93 (2.11)
28,"Ellis-Yolmen, Cam",27y 185d,43 (25-0-18 58.14%),17 (0.40),4 (4-0-0 100.00%),2 (0.50)
27,"Gardiner, Darcy",24y 313d,115 (43-0-72 37.39%),5 (0.04),←,
30,"Hipwood, Eric",22y 322d,84 (34-0-50 40.48%),123 (1.46),←,
17,"Lyons, Jarryd",28y 9d,125 (67-0-58 53.60%),65 (0.52),33 (23-0-10 69.70%),16 (0.48)
11,"McCarthy, Lincoln",26y 283d,62 (46-0-16 74.19%),53 (0.85),33 (23-0-10 69.70%),28 (0.85)
6,"McCluggage, Hugh",22y 150d,72 (31-0-41 43.06%),44 (0.61),←,
46,"McInerney, Oscar",26y 21d,46 (25-0-21 54.35%),27 (0.59),←,
9,"Neale, Lachie",27y 68d,168 (88-0-80 52.38%),89 (0.53),33 (23-0-10 69.70%),22 (0.67)
16,"Rayner, Cam",20y 284d,55 (28-0-27 50.91%),49 (0.89),←,
5,"Robinson, Mitch",31y 54d,200 (87-1-112 43.75%),109 (0.55),100 (36-0-64 36.00%),51 (0.51)
21,"Skinner, Sam",23y 32d,2 (1-0-1 50.00%),3 (1.50),←,
37,"Starcevich, Brandon",21y 7d,14 (9-0-5 64.29%),2 (0.14),←,
29,"Witherden, Alex",21y 325d,55 (23-0-32 41.82%),5 (0.09),←,
15,"Zorko, Dayne",31y 173d,175 (63-0-112 36.00%),189 (1.08),←,
Totals,Totals,24y 295d,1872 (928-3-941 49.57%),1078 (0.58),,
C,"Fagan, Chris",59y 38d,77 (33-0-44 42.86%),,←,
