Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Aliir, Aliir",7,3,2,9,,,,,,2.0,,1.0,,1.0,,4.0,6.0,,,5.0,,,96.0
14,"Bergman, Miles",16,8,9,25,2,,,5.0,,6.0,5.0,3.0,1.0,1.0,1.0,10.0,14.0,,1.0,4.0,,,85.0
10,"Boak, Travis",7,3,14,21,1,,,2.0,,3.0,2.0,,2.0,,,6.0,14.0,,,,,1.0,79.0
7,"Burgoyne, Jase",9,5,6,15,,1.0,,3.0,,5.0,,,1.0,,,3.0,10.0,1.0,1.0,2.0,,,92.0
9,"Butters, Zak",11,4,19,30,,,,1.0,2.0,9.0,6.0,5.0,1.0,3.0,3.0,9.0,22.0,,,,5.0,4.0,84.0
33,"Byrne-Jones, Darcy",5,4,9,14,2,1.0,,2.0,,2.0,1.0,,1.0,,,5.0,9.0,,2.0,1.0,1.0,1.0,73.0
28,"Drew, Willem",7,4,8,15,,,,7.0,2.0,1.0,3.0,3.0,2.0,2.0,,5.0,10.0,,,,,,73.0
22 ↑,"Evans, Logan",3,1,2,5,,,,,,1.0,,,1.0,,,3.0,2.0,,,2.0,,,19.0
6,"Farrell, Kane",18,9,4,22,1,1.0,,,4.0,5.0,1.0,3.0,1.0,1.0,,4.0,15.0,1.0,,,,,71.0
19,"Georgiades, Mitch",10,6,1,11,5,2.0,,1.0,,1.0,,4.0,1.0,3.0,2.0,5.0,7.0,2.0,4.0,3.0,,,91.0
18 ↓,"Horne-Francis, Jason",8,2,1,9,,1.0,,1.0,1.0,4.0,,2.0,,,,2.0,7.0,,,1.0,,,52.0
39,"Jackson, Hugh",9,3,8,17,,,,2.0,,4.0,,2.0,,,,3.0,13.0,,,1.0,,1.0,74.0
34,"Jones, Lachie",7,6,5,12,1,,,1.0,1.0,1.0,1.0,,,,,1.0,11.0,,1.0,,,,76.0
50,"Liddy, Mani",6,4,5,11,,1.0,,5.0,,3.0,1.0,1.0,,,,3.0,8.0,,1.0,1.0,,1.0,70.0
2,"Powell-Pepper, Sam",6,3,11,17,,1.0,,1.0,1.0,2.0,,6.0,2.0,5.0,,5.0,12.0,,1.0,1.0,1.0,,85.0
27,"Ratugolea, Esava",10,6,3,13,,,,,8.0,,,3.0,2.0,2.0,,10.0,5.0,3.0,,8.0,,,97.0
35,"Richards, Joe",12,4,10,22,,2.0,,4.0,,4.0,2.0,2.0,,,,4.0,17.0,,,,3.0,2.0,82.0
15,"Rioli, Willie",4,2,2,6,3,,,1.0,,,,2.0,,,,3.0,4.0,,2.0,,2.0,1.0,79.0
1,"Rozee, Connor",25,11,5,30,,,,1.0,10.0,,2.0,1.0,1.0,1.0,,5.0,17.0,1.0,,3.0,,,92.0
8,"Sinn, Josh",14,7,3,17,,,,,4.0,,1.0,1.0,,,,1.0,13.0,,,1.0,,,69.0
24,"Sweet, Jordon",1,,5,6,,,31.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,5.0,2.0,,,3.0,,,80.0
38,"Visentini, Dante",7,4,5,12,1,3.0,14.0,2.0,,1.0,2.0,7.0,2.0,4.0,,5.0,6.0,1.0,3.0,3.0,,,84.0
25,"Zerk-Thatcher, Brandon",4,5,4,8,,,,,1.0,,,4.0,2.0,2.0,,5.0,4.0,1.0,,4.0,,,96.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,104,141,347,16,14.0,45.0,42.0,35.0,55.0,30.0,53.0,21.0,28.0,6.0,106.0,228.0,10.0,16.0,43.0,12.0,11.0,
Opposition,Opposition,173,59,120,293,8,12.0,24.0,58.0,37.0,43.0,35.0,52.0,28.0,21.0,,117.0,165.0,5.0,11.0,43.0,3.0,5.0,
