Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Astbury, David",14,13,5,19,,,,1.0,3.0,1.0,,1.0,1.0,,,6.0,12.0,2.0,,6.0,1.0,,90.0
29,"Bolton, Shai",7,3,7,14,2,,,1.0,,1.0,,3.0,,1.0,,10.0,5.0,,,,2.0,,64.0
40,"Butler, Dan",2,,2,4,,1.0,,3.0,,2.0,,2.0,,1.0,,2.0,3.0,,,,,,70.0
22,"Caddy, Josh",14,9,9,23,,,,,2.0,1.0,3.0,3.0,,,,5.0,17.0,1.0,,1.0,,,82.0
46,"Castagna, Jason",6,2,3,9,1,2.0,,,,1.0,,1.0,3.0,,,6.0,4.0,,2.0,,,,70.0
9,"Cotchin, Trent",18,8,10,28,1,,,4.0,2.0,2.0,5.0,5.0,2.0,3.0,,10.0,15.0,,,,,,81.0
10,"Edwards, Shane",7,1,5,12,1,1.0,,3.0,1.0,2.0,3.0,,,,,9.0,4.0,,,3.0,,1.0,81.0
5,"Ellis, Brandon",16,7,9,25,,,,4.0,3.0,1.0,,4.0,1.0,2.0,,8.0,16.0,,,3.0,1.0,,89.0
6,"Grigg, Shaun",12,7,8,20,,1.0,,2.0,3.0,4.0,4.0,3.0,1.0,1.0,,5.0,14.0,,,,2.0,,85.0
2,"Grimes, Dylan",8,5,12,20,,,,6.0,2.0,1.0,2.0,2.0,2.0,,,8.0,11.0,1.0,,5.0,,,79.0
14,"Houli, Bachar",19,6,9,28,,,,6.0,7.0,,2.0,3.0,,1.0,,7.0,20.0,,,5.0,,,88.0
23,"Lambert, Kane",9,4,10,19,,,,9.0,2.0,3.0,2.0,5.0,1.0,,,8.0,12.0,,2.0,3.0,,,86.0
27,"Lloyd, Sam",12,6,7,19,1,1.0,,1.0,,5.0,1.0,3.0,2.0,,,6.0,12.0,,1.0,2.0,,2.0,76.0
4,"Martin, Dustin",15,4,8,23,2,,,4.0,2.0,2.0,4.0,2.0,2.0,1.0,,11.0,11.0,1.0,1.0,1.0,,,90.0
33,"McIntosh, Kamdyn",13,5,7,20,,,,2.0,3.0,2.0,1.0,1.0,1.0,,,6.0,13.0,,,4.0,2.0,1.0,83.0
37,"Menadue, Connor",8,4,4,12,,,,4.0,4.0,2.0,1.0,3.0,1.0,1.0,,5.0,9.0,,,,,,70.0
25,"Nankervis, Toby",3,1,6,9,,2.0,21.0,9.0,,1.0,,4.0,2.0,3.0,,7.0,1.0,1.0,1.0,5.0,,,90.0
3,"Prestia, Dion",9,5,14,23,,,,4.0,,6.0,2.0,2.0,,,,7.0,18.0,,,2.0,3.0,,80.0
18,"Rance, Alex",12,5,9,21,,,,,4.0,2.0,,5.0,3.0,2.0,1.0,8.0,13.0,,,10.0,,,97.0
8,"Riewoldt, Jack",9,8,6,15,2,1.0,,2.0,,5.0,1.0,5.0,1.0,1.0,,7.0,9.0,,2.0,1.0,,,93.0
17,"Rioli, Daniel",6,1,2,8,,,,7.0,,3.0,1.0,3.0,,1.0,,2.0,5.0,,1.0,1.0,,1.0,83.0
15,"Short, Jayden",14,3,3,17,,,,1.0,5.0,1.0,1.0,1.0,,,,5.0,10.0,,,,2.0,,74.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,233,107,155,388,10,11.0,21.0,73.0,43.0,48.0,33.0,61.0,23.0,18.0,1.0,148.0,234.0,6.0,10.0,52.0,13.0,5.0,
Opposition,Opposition,201,88,152,353,12,8.0,50.0,67.0,34.0,55.0,35.0,61.0,18.0,23.0,5.0,150.0,214.0,13.0,8.0,38.0,9.0,8.0,
