North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",28y 217d,219 (103-0-116 47.03%),44 (0.20),←,
16,"Bonar, Aiden",22y 41d,16 (4-0-12 25.00%),5 (0.31),10 (1-0-9 10.00%),
15,"Bosenavulagi, Atu",20y 213d,4 (2-0-2 50.00%),,1 (0-0-1 0.00%),
42,"Campbell, Tom",29y 167d,47 (18-0-29 38.30%),24 (0.51),5 (0-0-5 0.00%),1 (0.20)
10,"Cunnington, Ben",29y 292d,215 (110-0-105 51.16%),87 (0.40),←,
22,"Goldstein, Todd",32y 291d,256 (122-1-133 47.85%),129 (0.50),←,
43,"Hall, Aaron",30y 160d,128 (37-1-90 29.30%),92 (0.72),25 (4-0-21 16.00%),16 (0.64)
37,"Hayden, Kyron",21y 315d,12 (3-0-9 25.00%),,←,
20,"Larkey, Nick",22y 316d,34 (11-0-23 32.35%),47 (1.38),←,
35,"Lazzaro, Charlie",19y 24d,5 (0-0-5 0.00%),1 (0.20),←,
1,"Mahony, Jack",19y 157d,15 (1-0-14 6.67%),4 (0.27),←,
23,"McKay, Ben",23y 115d,20 (2-0-18 10.00%),,←,
29,"Phillips, Will",18y 331d,3 (0-0-3 0.00%),1 (0.33),←,
24,"Powell, Tom",19y 47d,5 (0-0-5 0.00%),2 (0.40),←,
8,"Scott, Bailey",20y 283d,22 (2-0-20 9.09%),14 (0.64),←,
12,"Simpkin, Jy",23y 44d,78 (28-0-50 35.90%),33 (0.42),←,
2,"Stephenson, Jaidyn",22y 93d,59 (34-0-25 57.63%),82 (1.39),5 (0-0-5 0.00%),6 (1.20)
5,"Taylor, Curtis",21y 12d,13 (3-0-10 23.08%),5 (0.38),←,
26,"Thomas, Tarryn",21y 24d,31 (12-0-19 38.71%),25 (0.81),←,
28,"Turner, Kayne",25y 108d,84 (41-0-43 48.81%),53 (0.63),←,
19,"Walker, Josh",28y 157d,106 (40-1-65 38.21%),73 (0.69),21 (3-0-18 14.29%),4 (0.19)
17,"Young, Lachie",22y 12d,13 (4-0-9 30.77%),1 (0.08),5 (0-0-5 0.00%),
7,"Ziebell, Jack",30y 49d,223 (104-0-119 46.64%),163 (0.73),←,
Totals,Totals,24y 8d,1608 (681-3-924 42.35%),885 (0.55),,
C,"Noble, David",53y 338d,5 (0-0-5 0.00%),,←,
