Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",30y,145 (85-1-59 58.97%),226 (1.56),←,
19,"Blakely, Connor",21y 136d,31 (11-0-20 35.48%),2 (0.06),←,
36,"Cox, Brennan",18y 337d,5 (1-0-4 20.00%),2 (0.40),←,
17,"Crozier, Hayden",23y 204d,64 (30-0-34 46.88%),40 (0.63),←,
4,"Darcy, Sean",19y 34d,4 (1-0-3 25.00%),1 (0.25),←,
7,"Fyfe, Nat",25y 301d,132 (79-1-52 60.23%),115 (0.87),←,
21,"Hamling, Joel",24y 98d,39 (23-0-16 58.97%),,16 (7-0-9 43.75%),
9,"Hill, Bradley",24y 7d,111 (81-0-30 72.97%),70 (0.63),16 (7-0-9 43.75%),12 (0.75)
32,"Hill, Stephen",27y 76d,184 (98-0-86 53.26%),107 (0.58),←,
15,"Hughes, Ethan",22y 221d,18 (7-0-11 38.89%),,←,
37,"Johnson, Michael",32y 269d,225 (122-1-102 54.44%),65 (0.29),←,
22,"Kersten, Shane",24y 123d,52 (35-0-17 67.31%),58 (1.12),15 (7-0-8 46.67%),17 (1.13)
2,"Logue, Griffin",19y 94d,8 (4-0-4 50.00%),1 (0.13),←,
16,"Mundy, David",31y 361d,266 (142-1-123 53.57%),107 (0.40),←,
27,"Neale, Lachie",24y 53d,108 (56-0-52 51.85%),56 (0.52),←,
43,"Nyhuis, Ryan",20y 313d,2 (1-0-1 50.00%),4 (2.00),←,
38,"Ryan, Luke",21y 160d,6 (1-0-5 16.67%),,←,
34,"Spurr, Lee",29y 354d,119 (72-1-46 60.92%),5 (0.04),←,
8,"Suban, Nick",27y 68d,150 (79-1-70 53.00%),59 (0.39),←,
18,"Tucker, Darcy",20y 174d,25 (8-0-17 32.00%),10 (0.40),←,
10,"Walters, Michael",26y 190d,110 (60-1-49 55.00%),199 (1.81),←,
14,"Weller, Lachie",21y 143d,41 (13-0-28 31.71%),17 (0.41),←,
Totals,Totals,24y 152d,1845 (1009-7-829 54.69%),1144 (0.62),,
C,"Lyon, Ross",50y 250d,256 (154-5-97 61.13%),,135 (78-1-56 58.15%),
