Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",21y 266d,25 (13-0-12 52.00%),3 (0.12),←,
27,"Ball, Jason",31y 267d,168 (100-0-68 59.52%),156 (0.93),65 (37-0-28 56.92%),42 (0.65)
21,"Barry, Leo",27y 87d,141 (78-0-63 55.32%),50 (0.35),←,
42,"Bevan, Paul",19y 322d,20 (11-0-9 55.00%),7 (0.35),←,
6,"Bolton, Craig",24y 75d,73 (43-0-30 58.90%),13 (0.18),44 (26-0-18 59.09%),3 (0.07)
24,"Bolton, Jude",24y 152d,111 (56-1-54 50.90%),64 (0.58),←,
32,"Buchanan, Amon",21y 309d,18 (8-0-10 44.44%),5 (0.28),←,
28,"Crouch, Jared",26y 162d,152 (78-1-73 51.64%),34 (0.22),←,
2,"Davis, Nick",24y 137d,104 (47-0-57 45.19%),130 (1.25),33 (17-0-16 51.52%),45 (1.36)
15,"Doyle, Stephen",23y 32d,35 (20-1-14 58.57%),17 (0.49),←,
37,"Goodes, Adam",24y 219d,131 (66-1-64 50.76%),140 (1.07),←,
1,"Hall, Barry",27y 188d,149 (66-2-81 44.97%),325 (2.18),61 (32-1-28 53.28%),181 (2.97)
17,"Kennelly, Tadhg",23y 44d,71 (40-0-31 56.34%),25 (0.35),←,
31,"Kirk, Brett",27y 294d,93 (48-1-44 52.15%),44 (0.47),←,
4,"Mathews, Ben",25y 259d,130 (67-1-62 51.92%),24 (0.18),←,
11,"Maxfield, Stuart",32y 127d,280 (140-3-137 50.54%),151 (0.54),191 (105-2-84 55.50%),86 (0.45)
3,"McVeigh, Jarrad",19y 129d,18 (11-0-7 61.11%),6 (0.33),←,
23,"Nicks, Matthew",29y 93d,162 (89-1-72 55.25%),123 (0.76),←,
5,"OKeefe, Ryan",23y 203d,63 (34-0-29 53.97%),61 (0.97),←,
19,"OLoughlin, Michael",27y 176d,195 (108-2-85 55.90%),314 (1.61),←,
25,"Schauble, Andrew",27y 271d,159 (68-0-91 42.77%),34 (0.21),80 (41-0-39 51.25%),23 (0.29)
10,"Williams, Paul",31y 133d,271 (124-3-144 46.31%),297 (1.10),82 (43-1-38 53.05%),74 (0.90)
Totals,Totals,25y 246d,2569 (1315-17-1237 51.19%),2023 (0.79),,
C,"Roos, Paul",41y 48d,54 (32-0-22 59.26%),,←,
