Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
48,"Bishop, Matthew",22y 289d,1 (1-0-0 100.00%),,←,
33,"Farmer, Jeff",20y 306d,47 (13-0-34 27.66%),75 (1.60),←,
20,"Febey, Matthew",28y 250d,105 (46-0-59 43.81%),28 (0.27),←,
21,"Febey, Steven",28y 250d,185 (94-0-91 50.81%),27 (0.15),←,
15,"Hopgood, Paul",24y 279d,86 (37-0-49 43.02%),8 (0.09),←,
27,"Ingerson, Anthony",28y 195d,82 (30-0-52 36.59%),39 (0.48),45 (14-0-31 31.11%),14 (0.31)
16,"Johnstone, Travis",17y 283d,3 (2-0-1 66.67%),2 (0.67),←,
7,"Kowal, Darren",25y 312d,83 (38-0-45 45.78%),31 (0.37),←,
3,"Lyon, Garry",30y 225d,207 (117-1-89 56.76%),387 (1.87),←,
35,"McDonald, Anthony",25y 317d,23 (6-0-17 26.09%),9 (0.39),←,
23,"McDonald, James",21y 203d,9 (5-0-4 55.56%),7 (0.78),←,
43,"Rigoni, Guy",23y 273d,5 (4-0-1 80.00%),1 (0.20),←,
24,"Robertson, Russell",19y 153d,6 (4-0-2 66.67%),8 (1.33),←,
5,"Schwarz, David",25y 276d,79 (33-1-45 42.41%),122 (1.54),←,
1,"Shanahan, Jamie",30y 141d,130 (68-1-61 52.69%),,5 (4-0-1 80.00%),
29,"Smith, Shaun",28y 308d,101 (47-1-53 47.03%),123 (1.22),54 (20-0-34 37.04%),85 (1.57)
39,"Smoker, Craig",20y 22d,5 (4-0-1 80.00%),5 (1.00),←,
2,"Tingay, Stephen",27y 256d,140 (74-0-66 52.86%),68 (0.49),←,
12,"Viney, Todd",32y 27d,198 (94-1-103 47.73%),70 (0.35),←,
34,"White, Jeff",21y 66d,37 (17-0-20 45.95%),26 (0.70),5 (4-0-1 80.00%),8 (1.60)
22,"Woewodin, Shane",21y 288d,27 (8-0-19 29.63%),6 (0.22),←,
13,"Yze, Adem",20y 217d,52 (18-0-34 34.62%),22 (0.42),←,
Totals,Totals,24y 324d,1611 (760-5-846 47.18%),1064 (0.66),,
C,"Daniher, Neale",37y 70d,5 (4-0-1 80.00%),,←,
