Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
20,"Broadbridge, Troy",20y 269d,3 (0-0-3 0.00%),2 (0.67),←,
25,"Brown, Nathan",24y 321d,23 (10-0-13 43.48%),3 (0.13),←,
32,"Bruce, Cameron",21y 274d,32 (17-0-15 53.13%),40 (1.25),←,
33,"Farmer, Jeff",24y 7d,109 (47-0-62 43.12%),235 (2.16),←,
21,"Febey, Steven",31y 316d,249 (125-0-124 50.20%),33 (0.13),←,
18,"Green, Brad",20y 110d,32 (18-0-14 56.25%),52 (1.63),←,
4,"Grgic, Brent",21y 266d,75 (34-0-41 45.33%),29 (0.39),←,
36,"Leoncelli, Andrew",26y 349d,99 (45-0-54 45.45%),39 (0.39),←,
35,"McDonald, Anthony",29y 18d,92 (42-0-50 45.65%),37 (0.40),←,
23,"McDonald, James",24y 269d,64 (31-0-33 48.44%),25 (0.39),←,
9,"Neitz, David",26y 160d,171 (77-0-94 45.03%),268 (1.57),←,
8,"Nicholson, Alistair",23y 119d,43 (22-0-21 51.16%),1 (0.02),←,
43,"Rigoni, Guy",26y 339d,80 (42-0-38 52.50%),26 (0.32),←,
24,"Robertson, Russell",22y 219d,70 (36-0-34 51.43%),99 (1.41),←,
5,"Schwarz, David",28y 342d,151 (68-1-82 45.36%),222 (1.47),←,
11,"Simmonds, Troy",22y 353d,31 (15-0-16 48.39%),5 (0.16),←,
6,"Thompson, Scott",18y 109d,4 (1-0-3 25.00%),2 (0.50),←,
10,"Ward, Daniel",23y 357d,42 (16-0-26 38.10%),11 (0.26),←,
31,"Wheatley, Paul",20y 80d,22 (12-0-10 54.55%),8 (0.36),←,
34,"White, Jeff",24y 132d,112 (53-0-59 47.32%),58 (0.52),80 (40-0-40 50.00%),40 (0.50)
22,"Woewodin, Shane",24y 354d,107 (47-0-60 43.93%),51 (0.48),←,
13,"Yze, Adem",23y 283d,132 (57-0-75 43.18%),91 (0.69),←,
Totals,Totals,24y 80d,1743 (815-1-927 46.76%),1337 (0.77),,
C,"Daniher, Neale",40y 136d,85 (43-0-42 50.59%),,←,
