Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
9,"Angwin, Ryan",22y 225d,25 (16-0-9 64.00%),2 (0.08),←,
7,"Ash, Lachie",24y 34d,120 (64-1-55 53.75%),8 (0.07),←,
14,"Bedford, Toby",25y 59d,78 (52-0-26 66.67%),41 (0.53),60 (40-0-20 66.67%),32 (0.53)
32,"Briggs, Kieren",25y 292d,65 (40-0-25 61.54%),13 (0.20),←,
46,"Brown, Callum",24y 344d,59 (35-0-24 59.32%),61 (1.03),←,
44,"Buckley, Jack",27y 220d,85 (49-1-35 58.24%),1 (0.01),←,
5,"Cadman, Aaron",21y 144d,54 (35-0-19 64.81%),72 (1.33),←,
17,"Callaghan, Finn",22y 90d,66 (38-0-28 57.58%),11 (0.17),←,
3,"Coniglio, Stephen",31y 222d,222 (105-1-116 47.52%),123 (0.55),←,
37,"Fonti, Joe",20y 213d,17 (14-0-3 82.35%),,←,
12,"Green, Tom",24y 183d,110 (57-1-52 52.27%),47 (0.43),←,
4,"Greene, Toby",31y 303d,257 (127-2-128 49.81%),407 (1.58),←,
27,"Himmelberg, Harry",29y 78d,196 (110-2-84 56.63%),163 (0.83),←,
23,"Hogan, Jesse",30y 163d,179 (88-0-91 49.16%),394 (2.20),89 (47-0-42 52.81%),224 (2.52)
39,"Idun, Connor",24y 361d,112 (61-1-50 54.91%),,←,
2,"Jones, Darcy",21y 113d,32 (20-0-12 62.50%),27 (0.84),←,
22,"Kelly, Josh",30y 163d,229 (123-3-103 54.37%),142 (0.62),←,
31,"McMullin, Toby",20y 353d,27 (16-0-11 59.26%),8 (0.30),←,
33,"OHalloran, Xavier",25y 14d,85 (46-1-38 54.71%),32 (0.38),←,
26,"Riccardi, Jake",25y 260d,84 (47-0-37 55.95%),106 (1.26),←,
20,"Stringer, Jake",31y 91d,224 (112-1-111 50.22%),388 (1.73),12 (8-0-4 66.67%),21 (1.75)
15,"Taylor, Sam",26y 81d,126 (70-0-56 55.56%),2 (0.02),←,
6,"Whitfield, Lachie",31y 7d,252 (129-4-119 51.98%),71 (0.28),←,
Totals,Totals,26y 16d,2704 (1454-18-1232 53.77%),2119 (0.78),,
C,"Kingsley, Adam",49y 339d,70 (43-0-27 61.43%),,←,
