Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
21,"Akermanis, Jason",32y 87d,300 (180-6-114 61.00%),395 (1.32),52 (29-2-21 57.69%),88 (1.69)
5,"Boyd, Matthew",26y 268d,124 (59-2-63 48.39%),40 (0.32),←,
33,"Callan, Tim",25y 136d,31 (18-1-12 59.68%),4 (0.13),16 (8-1-7 53.13%),1 (0.06)
17,"Cooney, Adam",23y 234d,119 (59-2-58 50.42%),118 (0.99),←,
4,"Cross, Daniel",26y 53d,119 (56-3-60 48.32%),20 (0.17),←,
10,"Eagleton, Nathan",30y 193d,245 (113-5-127 47.14%),206 (0.84),189 (87-3-99 46.83%),161 (0.85)
13,"Giansiracusa, Daniel",27y 72d,159 (69-4-86 44.65%),161 (1.01),←,
9,"Gilbee, Lindsay",27y 318d,149 (71-2-76 48.32%),87 (0.58),←,
16,"Griffen, Ryan",22y 299d,84 (48-1-35 57.74%),43 (0.51),←,
8,"Hahn, Mitch",28y 12d,146 (67-2-77 46.58%),120 (0.82),←,
40,"Harbrow, Jarrod",20y 308d,32 (16-1-15 51.56%),19 (0.59),←,
7,"Higgins, Shaun",21y 79d,39 (20-1-18 52.56%),43 (1.10),←,
20,"Hill, Josh",20y 123d,28 (17-1-10 62.50%),28 (1.00),←,
15,"Hudson, Ben",30y 87d,87 (53-1-33 61.49%),8 (0.09),32 (21-1-10 67.19%),2 (0.06)
6,"Johnson, Brad",32y 308d,333 (158-7-168 48.50%),528 (1.59),←,
36,"Lake, Brian",27y 84d,131 (59-2-70 45.80%),14 (0.11),←,
27,"Minson, Will",24y 41d,75 (43-1-31 58.00%),38 (0.51),←,
38,"Morris, Dale",26y 144d,96 (54-2-40 57.29%),2 (0.02),←,
42,"Picken, Liam",22y 294d,8 (4-0-4 50.00%),2 (0.25),←,
14,"Ward, Callan",19y 42d,12 (7-0-5 58.33%),4 (0.33),←,
28,"Welsh, Scott",30y 166d,192 (113-1-78 59.11%),346 (1.80),27 (17-1-9 64.81%),46 (1.70)
12,"Williams, Tom",22y 309d,27 (15-1-11 57.41%),1 (0.04),←,
Totals,Totals,25y 316d,2536 (1299-46-1191 51.22%),2227 (0.88),,
C,"Eade, Rodney",51y 48d,254 (136-4-114 54.33%),,102 (55-2-45 54.90%),
