Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
5,"Buckley, Nathan",33y 18d,252 (101-2-149 40.48%),253 (1.00),232 (97-2-133 42.24%),232 (1.00)
17,"Burns, Scott",30y 233d,200 (84-1-115 42.25%),119 (0.60),←,
8,"Clement, James",28y 343d,192 (77-0-115 40.10%),47 (0.24),108 (51-0-57 47.22%),9 (0.08)
34,"Cloke, Jason",23y 99d,67 (35-0-32 52.24%),7 (0.10),←,
32,"Cloke, Travis",18y 161d,15 (4-0-11 26.67%),10 (0.67),←,
41,"Davies, Ben",19y 184d,5 (1-0-4 20.00%),,←,
1,"Davis, Leon",24y 57d,98 (42-0-56 42.86%),114 (1.16),←,
15,"Egan, Chris",18y 291d,12 (4-0-8 33.33%),7 (0.58),←,
45,"Fanning, David",21y 24d,12 (3-0-9 25.00%),4 (0.33),←,
6,"Holland, Brodie",25y 222d,128 (51-0-77 39.84%),125 (0.98),92 (43-0-49 46.74%),88 (0.96)
18,"Licuria, Paul",27y 221d,158 (66-0-92 41.77%),53 (0.34),148 (64-0-84 43.24%),51 (0.34)
24,"Lockyer, Tarkyn",25y 287d,117 (50-0-67 42.74%),63 (0.54),←,
29,"Lokan, Matthew",22y 266d,45 (24-0-21 53.33%),19 (0.42),←,
43,"Lumumba, Heritier",18y 271d,3 (0-0-3 0.00%),1 (0.33),←,
27,"Maxwell, Nick",22y 71d,28 (11-0-17 39.29%),6 (0.21),←,
7,"Morrison, Chad",27y 137d,161 (81-1-79 50.62%),88 (0.55),13 (4-0-9 30.77%),1 (0.08)
11,"OBree, Shane",26y 151d,143 (67-0-76 46.85%),58 (0.41),124 (58-0-66 46.77%),55 (0.44)
35,"Prestigiacomo, Simon",27y 194d,158 (62-0-96 39.24%),3 (0.02),←,
39,"Shaw, Heath",19y 259d,4 (0-0-4 0.00%),,←,
36,"Swan, Dane",21y 169d,28 (11-0-17 39.29%),5 (0.18),←,
14,"Wakelin, Shane",31y 1d,200 (94-2-104 47.50%),19 (0.09),106 (53-0-53 50.00%),
2,"Woewodin, Shane",29y 32d,198 (91-0-107 45.96%),92 (0.46),60 (27-0-33 45.00%),29 (0.48)
Totals,Totals,24y 251d,2224 (959-6-1259 43.12%),1093 (0.49),,
C,"Malthouse, Mick",51y 361d,514 (286-4-224 56.03%),,136 (63-0-73 46.32%),
