Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",25y 191d,74 (45-2-27 62.16%),81 (1.09),←,
20,"Berbakov, Peter",23y 269d,25 (13-1-11 54.00%),9 (0.36),←,
28,"Bomford, Andrew",22y 303d,3 (1-0-2 33.33%),2 (0.67),←,
7,"Daniher, Chris",31y 48d,115 (65-4-46 58.26%),39 (0.34),←,
38,"Denham, Sean",28y 19d,145 (83-4-58 58.62%),54 (0.37),101 (59-4-38 60.40%),33 (0.33)
22,"Doolan, Ben",24y 128d,75 (36-3-36 50.00%),10 (0.13),50 (29-2-19 60.00%),6 (0.12)
31,"Fletcher, Dustin",22y 11d,82 (52-3-27 65.24%),22 (0.27),←,
1,"Harvey, Mark",31y 341d,201 (131-3-67 65.92%),169 (0.84),←,
5,"Hird, James",24y 103d,93 (55-4-34 61.29%),162 (1.74),←,
18,"Lloyd, Matthew",19y 32d,22 (11-1-10 52.27%),42 (1.91),←,
13,"Long, Michael",27y 229d,131 (86-2-43 66.41%),103 (0.79),←,
25,"Lucas, Scott",19y 139d,22 (13-0-9 59.09%),18 (0.82),←,
2,"Mercuri, Mark",23y 86d,84 (52-3-29 63.69%),121 (1.44),←,
24,"Misiti, Joe",22y 190d,93 (55-4-34 61.29%),38 (0.41),←,
46,"Moorcroft, Gary",21y 32d,2 (1-0-1 50.00%),,←,
36,"Morgan, Danny",22y 271d,13 (7-1-5 57.69%),2 (0.15),←,
3,"OConnor, Ryan",22y 325d,41 (24-3-14 62.20%),36 (0.88),←,
47,"Olarenshaw, Ricky",24y 106d,48 (29-1-18 61.46%),10 (0.21),←,
15,"Prior, Michael",23y 254d,33 (18-1-14 56.06%),8 (0.24),←,
12,"Symons, Michael",25y 244d,85 (51-3-31 61.76%),76 (0.89),←,
6,"Wellman, Sean",22y 240d,51 (22-2-27 45.10%),10 (0.20),17 (9-1-7 55.88%),1 (0.06)
Totals,Totals,24y 83d,1438 (850-45-543 59.11%),1012 (0.70),,
C,"Sheedy, Kevin",49y 145d,386 (246-5-135 64.38%),,←,
