St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",25y 70d,91 (41-1-49 45.60%),56 (0.62),←,
27,"Blake, Jason",32y 163d,218 (119-5-94 55.73%),37 (0.17),←,
43,"Curren, Tom",21y 27d,6 (1-0-5 16.67%),2 (0.33),←,
26,"Dal Santo, Nick",29y 184d,259 (144-5-110 56.56%),140 (0.54),←,
24,"Dempster, Sean",29y 217d,159 (87-3-69 55.66%),18 (0.11),105 (52-3-50 50.95%),10 (0.10)
14,"Geary, Jarryn",25y 63d,92 (53-0-39 57.61%),17 (0.18),←,
19,"Gilbert, Sam",27y 6d,139 (83-4-52 61.15%),29 (0.21),←,
7,"Hayes, Lenny",33y 223d,276 (136-6-134 50.36%),90 (0.33),←,
1,"Hickey, Tom",22y 172d,23 (3-0-20 13.04%),7 (0.30),11 (2-0-9 18.18%),2 (0.18)
4,"Jones, Clinton",29y 204d,132 (78-4-50 60.61%),35 (0.27),←,
15,"Ledger, Tom",21y 161d,7 (6-0-1 85.71%),3 (0.43),←,
5,"McEvoy, Ben",24y 45d,90 (50-2-38 56.67%),26 (0.29),←,
44,"Milne, Stephen",33y 170d,274 (144-5-125 53.47%),572 (2.09),←,
11,"Montagna, Leigh",29y 296d,211 (122-4-85 58.77%),127 (0.60),←,
30,"Murdoch, Brodie",19y 216d,8 (2-0-6 25.00%),2 (0.25),←,
16,"Newnes, Jack",20y 182d,25 (9-0-16 36.00%),1 (0.04),←,
22,"Ray, Farren",27y 155d,175 (96-4-75 56.00%),52 (0.30),100 (61-3-36 62.50%),20 (0.20)
12,"Riewoldt, Nick",30y 312d,258 (135-5-118 53.29%),568 (2.20),←,
6,"Ross, Sebastian",20y 110d,13 (4-0-9 30.77%),2 (0.15),←,
13,"Schneider, Adam",29y 105d,199 (125-3-71 63.57%),242 (1.22),101 (65-2-34 65.35%),143 (1.42)
39,"Shenton, Cameron",22y 332d,1 (1-0-0 100.00%),,←,
3,"Steven, Jack",23y 150d,72 (32-1-39 45.14%),56 (0.78),←,
Totals,Totals,26y 112d,2728 (1471-52-1205 53.92%),2082 (0.76),,
C,"Watters, Scott",44y 212d,43 (16-0-27 37.21%),,←,
