Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",29y 200d,248 (138-0-110 55.65%),240 (0.97),←,
29,"Bramble, Lachlan",27y 54d,67 (30-2-35 46.27%),5 (0.07),37 (21-0-16 56.76%),3 (0.08)
36,"Cleary, Luke",23y 99d,17 (12-0-5 70.59%),1 (0.06),←,
31,"Dale, Bailey",28y 325d,168 (92-0-76 54.76%),85 (0.51),←,
10,"Darcy, Sam",21y 328d,35 (19-0-16 54.29%),58 (1.66),←,
42,"Davidson, Sam",23y 181d,13 (7-0-6 53.85%),8 (0.62),←,
26,"Dolan, Josh",18y 213d,9 (5-0-4 55.56%),1 (0.11),←,
44,"English, Tim",27y 306d,144 (79-0-65 54.86%),83 (0.58),←,
27,"Freijah, Joel",19y 210d,26 (16-0-10 61.54%),9 (0.35),←,
6,"Hynes, Cooper",19y 104d,4 (3-0-1 75.00%),1 (0.25),←,
8,"Kennedy, Matthew",28y 67d,131 (63-3-65 49.24%),74 (0.56),13 (7-0-6 53.85%),17 (1.31)
24,"Khamis, Buku",25y 80d,39 (22-0-17 56.41%),19 (0.49),←,
21,"Liberatore, Tom",33y 27d,247 (123-0-124 49.80%),89 (0.36),←,
7,"Lobb, Rory",32y 123d,189 (104-2-83 55.56%),175 (0.93),49 (28-0-21 57.14%),32 (0.65)
30,"McNeil, Lachlan",24y 123d,66 (41-0-25 62.12%),36 (0.55),←,
33,"Naughton, Aaron",25y 194d,156 (86-0-70 55.13%),248 (1.59),←,
18,"ODonnell, James",22y 285d,38 (20-0-18 52.63%),6 (0.16),←,
20,"Richards, Ed",25y 344d,138 (73-0-65 52.90%),48 (0.35),←,
9,"Sanders, Ryley",20y 142d,27 (15-0-12 55.56%),11 (0.41),←,
1,"Treloar, Adam",32y 95d,257 (119-1-137 46.50%),156 (0.61),84 (49-0-35 58.33%),59 (0.70)
23,"Vandermeer, Laitham",26y 129d,79 (43-0-36 54.43%),43 (0.54),←,
14,"West, Rhylee",24y 335d,71 (41-0-30 57.75%),66 (0.93),←,
34,"Williams, Bailey",27y 245d,164 (89-0-75 54.27%),42 (0.26),←,
Totals,Totals,25y 215d,2333 (1240-8-1085 53.15%),1504 (0.64),,
C,"Beveridge, Luke",54y 293d,243 (137-0-106 56.38%),,←,
