Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Baker, Oskar",5,1,3,8,,1.0,,1.0,,1.0,3.0,2.0,1.0,,,5.0,4.0,,,2.0,,,65.0
10,"Brayshaw, Angus",12,4,5,17,,1.0,,4.0,3.0,5.0,3.0,4.0,,3.0,,6.0,12.0,,,2.0,,1.0,78.0
31,"Fritsch, Bayley",4,3,10,14,2,,,2.0,,1.0,,1.0,1.0,1.0,,7.0,7.0,,2.0,2.0,,,85.0
17,"Frost, Sam",8,5,9,17,,,,2.0,3.0,,,5.0,1.0,2.0,,10.0,7.0,2.0,,5.0,,,85.0
11,"Gawn, Max",13,8,5,18,,,40.0,5.0,,3.0,6.0,2.0,1.0,2.0,,12.0,7.0,3.0,1.0,5.0,,,85.0
4,"Harmes, James",16,4,5,21,2,,,6.0,2.0,4.0,5.0,2.0,,,1.0,9.0,13.0,,2.0,2.0,,,80.0
14,"Hibberd, Michael",8,1,4,12,,1.0,,2.0,4.0,1.0,,2.0,,1.0,,4.0,5.0,,,2.0,,,77.0
29,"Hunt, Jayden",9,4,5,14,,,,3.0,,4.0,1.0,1.0,,,,1.0,13.0,,,1.0,,1.0,80.0
39,"Jetta, Neville",3,3,6,9,,,,4.0,2.0,1.0,,,1.0,,,5.0,3.0,1.0,,3.0,,,81.0
2,"Jones, Nathan",11,2,4,15,,,,1.0,4.0,2.0,,5.0,1.0,2.0,,4.0,12.0,,,2.0,1.0,,83.0
8,"Lever, Jake",15,9,4,19,,,,,9.0,1.0,,3.0,1.0,,,5.0,11.0,1.0,,5.0,,,88.0
6,"Lewis, Jordan",8,2,3,11,1,,,3.0,,1.0,,4.0,1.0,,,4.0,7.0,,,1.0,,,93.0
28,"McDonald, Oscar",8,4,2,10,,,,2.0,4.0,1.0,,2.0,,,,2.0,7.0,,,11.0,,,97.0
30,"Neal-Bullen, Alex",8,4,6,14,1,,,5.0,1.0,4.0,,1.0,,,,2.0,12.0,,,,,,75.0
13,"Oliver, Clayton",9,4,17,26,1,,,8.0,3.0,1.0,4.0,3.0,1.0,1.0,,15.0,11.0,,,1.0,,,85.0
5,"Petracca, Christian",8,3,12,20,3,,,2.0,,3.0,1.0,4.0,,2.0,,9.0,10.0,1.0,1.0,2.0,,1.0,88.0
35,"Petty, Harry",5,6,7,12,1,,,3.0,1.0,1.0,,,1.0,,,2.0,9.0,1.0,1.0,2.0,,3.0,79.0
3,"Salem, Christian",18,4,6,24,,,,2.0,8.0,,2.0,5.0,2.0,2.0,,5.0,13.0,,,,,,88.0
38,"Smith, Tim",5,1,6,11,1,,4.0,2.0,,1.0,,2.0,,,,7.0,4.0,1.0,1.0,1.0,,1.0,86.0
7,"Viney, Jack",8,2,10,18,,,,2.0,,3.0,3.0,1.0,2.0,,,11.0,7.0,,,,,1.0,76.0
40,"Wagner, Corey",3,,4,7,1,,,2.0,,1.0,1.0,2.0,,1.0,,5.0,3.0,,,3.0,,,71.0
42,"Wagner, Josh",8,1,7,15,,1.0,,2.0,1.0,,1.0,2.0,,,,3.0,11.0,,,2.0,,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,75,140,332,13,7.0,44.0,63.0,45.0,39.0,30.0,53.0,14.0,17.0,1.0,133.0,188.0,10.0,8.0,54.0,1.0,8.0,
Opposition,Opposition,223,100,148,371,15,14.0,26.0,79.0,25.0,60.0,39.0,48.0,18.0,14.0,5.0,142.0,225.0,14.0,19.0,42.0,7.0,10.0,
