Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",10,3,1,11,,,,3.0,1.0,,1.0,3.0,1.0,1.0,,4.0,7.0,,,2.0,,,97.0
16,"Brown, Leigh",9,6,6,15,3,,,,2.0,3.0,,2.0,1.0,1.0,,6.0,9.0,1.0,2.0,3.0,1.0,1.0,96.0
24,"Firrito, Michael",4,5,5,9,,1.0,,2.0,,2.0,,2.0,1.0,2.0,,3.0,6.0,1.0,,,,,69.0
38,"Gibson, Josh",9,3,5,14,,,,3.0,3.0,1.0,2.0,4.0,3.0,2.0,,5.0,9.0,,1.0,4.0,,1.0,82.0
6,"Grant, Shannon",13,9,1,14,5,2.0,,1.0,1.0,3.0,,2.0,1.0,2.0,1.0,6.0,9.0,1.0,6.0,,,,93.0
15,"Green, Kasey",9,5,3,12,,,,2.0,1.0,4.0,,3.0,,2.0,,1.0,11.0,,,1.0,,1.0,74.0
31,"Hale, David",10,8,2,12,1,3.0,6.0,2.0,,1.0,1.0,1.0,1.0,1.0,,5.0,7.0,1.0,4.0,2.0,,,80.0
39,"Harding, Leigh",5,2,3,8,2,,,1.0,,2.0,2.0,,1.0,,,6.0,2.0,1.0,1.0,1.0,,1.0,59.0
4,"Harris, Daniel",3,,9,12,,,,5.0,,1.0,6.0,1.0,1.0,1.0,,10.0,1.0,,,2.0,,,63.0
29,"Harvey, Brent",17,3,5,22,,1.0,,1.0,3.0,3.0,1.0,1.0,,,,8.0,13.0,,,5.0,4.0,1.0,80.0
22,"Jones, Chad",6,5,2,8,,,,,,4.0,,1.0,,1.0,,2.0,7.0,1.0,,3.0,,1.0,66.0
21,"Jones, Corey",13,5,2,15,2,,,3.0,1.0,3.0,3.0,1.0,,,,6.0,9.0,,,4.0,1.0,,86.0
35,"Makepeace, Troy",14,8,7,21,,,,2.0,3.0,2.0,2.0,3.0,2.0,,,8.0,14.0,,,7.0,2.0,,91.0
20,"Petrie, Drew",10,8,3,13,1,,6.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,,4.0,9.0,1.0,1.0,3.0,,1.0,78.0
30,"Pratt, Daniel",9,7,1,10,,,,1.0,3.0,2.0,,3.0,1.0,2.0,,2.0,9.0,,,,,,83.0
3,"Rawlings, Brady",12,6,10,22,,1.0,,3.0,2.0,4.0,4.0,2.0,1.0,,,6.0,16.0,,2.0,2.0,,,89.0
34,"Schwarze, Ben",8,4,3,11,,,,1.0,1.0,5.0,2.0,1.0,,,,4.0,8.0,,,2.0,1.0,,66.0
7,"Simpson, Adam",13,6,8,21,,1.0,,4.0,1.0,3.0,1.0,2.0,,2.0,,4.0,16.0,,,1.0,,,72.0
9,"Sinclair, Jess",11,4,11,22,,,,5.0,2.0,1.0,1.0,1.0,1.0,,,6.0,16.0,,,1.0,,1.0,100.0
23,"Thompson, Nathan",15,11,2,17,4,1.0,,2.0,,2.0,1.0,2.0,3.0,,3.0,7.0,10.0,2.0,8.0,1.0,,2.0,96.0
36,"Watt, Shannon",13,6,5,18,,,,,7.0,1.0,,3.0,,,,7.0,10.0,1.0,,6.0,,,100.0
8,"Wells, Daniel",7,2,12,19,,,,,,4.0,4.0,,2.0,,,10.0,11.0,,,2.0,1.0,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,116,106,326,18,13.0,12.0,42.0,34.0,55.0,32.0,41.0,22.0,18.0,4.0,120.0,209.0,10.0,25.0,52.0,10.0,10.0,
Opposition,Opposition,214,129,112,326,15,12.0,37.0,31.0,37.0,48.0,26.0,44.0,18.0,22.0,2.0,101.0,227.0,9.0,16.0,43.0,23.0,9.0,
