Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",23y 208d,85 (40-2-43 48.24%),49 (0.58),←,
50,"Ballantyne, Jon",22y 355d,14 (7-0-7 50.00%),33 (2.36),←,
35,"Baxter, Darren",27y 121d,121 (58-3-60 49.17%),24 (0.20),←,
6,"Campbell, Tony",24y 340d,92 (51-0-41 55.43%),62 (0.67),17 (12-0-5 70.59%),1 (0.06)
20,"Coleman, Glenn",31y 166d,182 (99-2-81 54.95%),111 (0.61),57 (31-1-25 55.26%),47 (0.82)
26,"Del-Re, Danny",24y 157d,37 (21-1-15 58.11%),80 (2.16),←,
41,"Frost, Michael",21y 202d,5 (3-0-2 60.00%),,←,
29,"Grant, Chris",19y 218d,51 (28-1-22 55.88%),104 (2.04),←,
7,"Hawkins, Doug",32y 74d,280 (116-4-160 42.14%),184 (0.66),←,
21,"Kolyniuk, Steven",22y 13d,57 (29-1-27 51.75%),71 (1.25),←,
46,"Kretiuk, Steven",20y 14d,5 (3-0-2 60.00%),2 (0.40),←,
39,"Liberatore, Tony",26y 158d,76 (43-1-32 57.24%),46 (0.61),←,
27,"Macpherson, Stephen",27y 229d,154 (75-3-76 49.68%),139 (0.90),←,
25,"Mansfield, Matthew",23y 24d,16 (11-0-5 68.75%),2 (0.13),←,
2,"Reynolds, Keenan",23y 193d,34 (19-0-15 55.88%),3 (0.09),←,
33,"Royal, Brian",30y 219d,185 (98-2-85 53.51%),272 (1.47),←,
31,"Smith, Rohan",19y 48d,13 (10-0-3 76.92%),10 (0.77),←,
17,"Standfield, Barry",22y 156d,24 (14-0-10 58.33%),5 (0.21),←,
24,"Wallis, Stephen",27y 265d,193 (101-2-90 52.85%),46 (0.24),←,
15,"Wynd, Scott",22y 175d,72 (35-1-36 49.31%),11 (0.15),←,
Totals,Totals,24y 240d,1696 (861-23-812 50.77%),1254 (0.74),,
C,"Wheeler, Terry",37y 127d,61 (33-1-27 54.92%),,←,
