West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Begovich, Tony",2,,2,4,1,,,,,,,,,,,,,,,,,,
14,"Brennan, Michael",6,1,3,9,,,,1.0,,,,,,,,,,,,,,,
39,"Heady, Brett",16,8,5,21,2,2.0,,1.0,,,,,1.0,2.0,2.0,,,,,,,,
27,"Jackson, Stevan",10,4,7,17,1,1.0,4.0,,,,,,,2.0,,,,,,,,,
33,"Kemp, Dean",16,4,6,22,,,,,,,,,1.0,,,,,,,,,,
5,"Lamb, Dwayne",14,2,7,21,,1.0,,1.0,,,,,4.0,4.0,,,,,,,,,
19,"Langdon, Karl",9,6,7,16,,2.0,1.0,1.0,,,,,1.0,4.0,,,,,,,,,
28,"Lewis, Chris",8,2,8,16,,,,2.0,,,,,2.0,,,,,,,,,,
3,"Mainwaring, Chris",17,3,9,26,,,,3.0,,,,,2.0,1.0,,,,,,,,,
8,"Malaxos, Stephen",9,5,9,18,,,,2.0,,,,,1.0,,,,,,,,,,
37,"Matera, Peter",10,5,5,15,,1.0,,2.0,,,,,1.0,,,,,,,,,,
17,"McKenna, Guy",15,6,11,26,,,,,,,,,1.0,2.0,1.0,,,,,,,,
6,"Miles, Geoff",8,3,1,9,4,3.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
41,"Narkle, Phil",13,3,9,22,2,3.0,,,,,,,2.0,1.0,,,,,,,,,
23,"Rance, Murray",16,1,3,19,,,,,,,,,2.0,,,,,,,,,,
12,"Scott, Phil",5,5,4,9,,1.0,10.0,,,,,,1.0,,,,,,,,,,
4,"Sumich, Peter",11,5,,11,4,3.0,,,,,,,1.0,2.0,,,,,,,,,
13,"Watters, Scott",10,1,3,13,,,,1.0,,,,,1.0,,,,,,,,,,
9,"Wilson, Peter",18,9,8,26,2,3.0,2.0,2.0,,,,,,1.0,,,,,,,,,
24,"Worsfold, John",12,4,6,18,,,2.0,3.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,225,77,113,338,16,26.0,20.0,20.0,,,,,22.0,23.0,3.0,,,,,,,,
Opposition,Opposition,189,71,117,306,9,9.0,31.0,13.0,,,,,23.0,22.0,3.0,,,,,,,,
