Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
11,"Bennell, Harley",22y 205d,70 (17-0-53 24.29%),84 (1.20),←,
23,"Dixon, Charlie",24y 214d,50 (16-0-34 32.00%),55 (1.10),←,
41,"Garlett, Jarrod",18y 357d,4 (0-0-4 0.00%),2 (0.50),←,
33,"Hall, Aaron",24y 167d,48 (19-0-29 39.58%),45 (0.94),←,
28,"Kolodjashnij, Kade",19y 259d,22 (7-0-15 31.82%),5 (0.23),←,
40,"Lemmens, Sean",20y 174d,21 (9-0-12 42.86%),3 (0.14),←,
19,"Lynch, Tom",22y 176d,63 (18-0-45 28.57%),87 (1.38),←,
7,"Malceski, Nick",30y 253d,180 (116-2-62 65.00%),67 (0.37),4 (0-0-4 0.00%),
4,"Martin, Jack",20y 86d,15 (4-0-11 26.67%),14 (0.93),←,
32,"Matera, Brandon",23y 45d,57 (17-0-40 29.82%),63 (1.11),←,
17,"May, Steven",23y 105d,57 (18-0-39 31.58%),15 (0.26),←,
18,"McKenzie, Trent",23y 22d,79 (23-0-56 29.11%),20 (0.25),←,
44,"Miller, Touk",19y 62d,4 (0-0-4 0.00%),2 (0.50),←,
22,"Nicholls, Tom",23y 52d,16 (6-0-10 37.50%),2 (0.13),←,
10,"Prestia, Dion",22y 195d,77 (20-0-57 25.97%),24 (0.31),←,
35,"Rischitelli, Michael",29y 107d,182 (67-3-112 37.64%),81 (0.45),71 (18-0-53 25.35%),34 (0.48)
42,"Saad, Adam",20y 276d,4 (0-0-4 0.00%),1 (0.25),←,
6,"Sexton, Alex",21y 143d,27 (7-0-20 25.93%),11 (0.41),←,
26,"Shaw, Matt",23y 79d,75 (20-0-55 26.67%),27 (0.36),←,
2,"Smith, Zac",25y 62d,58 (12-0-46 20.69%),30 (0.52),←,
24,"Swallow, David",22y 157d,77 (21-0-56 27.27%),39 (0.51),←,
16,"Thompson, Rory",24y 44d,57 (17-0-40 29.82%),7 (0.12),←,
Totals,Totals,22y 347d,1243 (434-5-804 34.92%),684 (0.55),,
C,"Eade, Rodney",57y 21d,318 (169-4-145 53.77%),,4 (0-0-4 0.00%),
