Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",14.0,4.0,9.0,23.0,2.0,,,2.0,,,,,1.0,,,,,,,,,,
19,"Bain, David",14.0,5.0,10.0,24.0,,,,1.0,,,,,2.0,,,,,,,,,,
32,"Baldwin, Jason",14.0,9.0,6.0,20.0,2.0,,,3.0,,,,,3.0,3.0,,,,,,,,,
5,"Barker, John",,,,,,,,,,,,,,,,,,,,,,,
34,"Boyd, Brad",5.0,2.0,9.0,14.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
18,"Dunstan, Michael",11.0,2.0,7.0,18.0,,1.0,,,,,,,2.0,1.0,,,,,,,,,
6,"Guard, Jeremy",6.0,,2.0,8.0,,,,1.0,,,,,2.0,,,,,,,,,,
17,"Hawking, Simon",6.0,,1.0,7.0,,,,,,,,,1.0,1.0,,,,,,,,,
10,"Hogg, Jeff",8.0,6.0,1.0,9.0,2.0,3.0,,,,,,,1.0,,,,,,,,,,
2,"Johnson, Chris",4.0,3.0,6.0,10.0,,,,2.0,,,,,,,,,,,,,,,
30,"Manson, James",3.0,6.0,13.0,16.0,1.0,,10.0,,,,,,1.0,1.0,,,,,,,,,
25,"McCarthy, John",5.0,3.0,8.0,13.0,,,,1.0,,,,,1.0,2.0,,,,,,,,,
11,"McGregor, Anthony",12.0,4.0,8.0,20.0,,,,3.0,,,,,2.0,1.0,3.0,,,,,,,,
7,"Molloy, Jarrod",4.0,3.0,4.0,8.0,,,,3.0,,,,,1.0,,,,,,,,,,
15,"Palfreyman, Nigel",4.0,1.0,4.0,8.0,,,,2.0,,,,,1.0,,,,,,,,,,
4,"Paxman, Stephen",2.0,2.0,3.0,5.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,
1,"Roos, Paul",15.0,8.0,12.0,27.0,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,
3,"Seecamp, Marcus",5.0,3.0,11.0,16.0,,,,2.0,,,,,1.0,,,,,,,,,,
22,"Stretch, Steven",15.0,4.0,6.0,21.0,,1.0,,1.0,,,,,,2.0,,,,,,,,,
12,"Wheildon, Darren",4.0,2.0,2.0,6.0,1.0,2.0,,1.0,,,,,1.0,,,,,,,,,,
8,"Wynd, Jim",12.0,3.0,5.0,17.0,,,,1.0,,,,,2.0,,,,,,,,,,
Totals,Totals,163.0,70.0,127.0,290.0,10.0,9.0,12.0,25.0,,,,,24.0,12.0,3.0,,,,,,,,
Opposition,Opposition,174.0,64.0,98.0,272.0,19.0,15.0,18.0,20.0,,,,,12.0,24.0,3.0,,,,,,,,
