Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Anderson, Noah",14,3,13,27,,1.0,,2.0,,5.0,8.0,7.0,3.0,1.0,2.0,13.0,15.0,,,1.0,1.0,,80.0
31,"Andrew, Mac",6,4,1,7,,,,2.0,1.0,1.0,,2.0,,2.0,,1.0,6.0,,,10.0,,,82.0
2,"Atkins, Rory",14,8,4,18,,,,1.0,5.0,4.0,,2.0,,1.0,,2.0,14.0,,,1.0,,,80.0
10,"Ballard, Charlie",14,11,1,15,,,,,2.0,1.0,,,,,,9.0,5.0,8.0,,10.0,1.0,,96.0
16,"Berry, Tom",5,2,5,10,,,,5.0,,2.0,1.0,4.0,2.0,1.0,,4.0,6.0,,1.0,4.0,,,77.0
1,"Chol, Mabior",5,3,2,7,2,1.0,2.0,,,1.0,1.0,4.0,1.0,2.0,,5.0,3.0,,1.0,1.0,,,78.0
25,"Collins, Sam",3,2,5,8,,,,2.0,2.0,1.0,,,,,,5.0,4.0,,,8.0,,,96.0
5,"Davies, Alex",8,2,11,19,,1.0,,6.0,1.0,3.0,7.0,3.0,2.0,3.0,,12.0,8.0,,,4.0,,,72.0
12,"Day, Sam",8,5,2,10,1,1.0,2.0,4.0,,2.0,,2.0,1.0,,,6.0,4.0,3.0,2.0,2.0,,,82.0
4,"Ellis, Brandon",10,2,2,12,,,,2.0,,4.0,2.0,1.0,,,,5.0,9.0,,,2.0,1.0,1.0,84.0
8,"Fiorini, Brayden",15,4,2,17,,,,1.0,3.0,5.0,2.0,3.0,,,,5.0,11.0,,,5.0,,1.0,86.0
19,"Humphrey, Bailey",12,5,8,20,1,1.0,,5.0,1.0,5.0,2.0,2.0,,,,10.0,10.0,1.0,1.0,1.0,,,67.0
34,"King, Ben",12,7,3,15,4,3.0,,,,4.0,,1.0,,1.0,1.0,8.0,7.0,1.0,5.0,1.0,1.0,1.0,90.0
23 ↓,"Lemmens, Sean",5,3,2,7,,,,,2.0,,,2.0,,,,4.0,3.0,1.0,,,,,59.0
13,"Lukosius, Jack",8,7,2,10,2,1.0,,1.0,,4.0,,2.0,,1.0,,5.0,5.0,3.0,3.0,2.0,,1.0,85.0
44,"Macpherson, Darcy",10,4,4,14,,,,2.0,5.0,1.0,,1.0,,1.0,,1.0,11.0,,,,2.0,,87.0
47,"Oea, Hewago",9,3,4,13,,1.0,,3.0,,3.0,2.0,2.0,2.0,1.0,,5.0,8.0,,,2.0,,,84.0
27,"Powell, Wil",12,7,8,20,,,,2.0,3.0,3.0,1.0,4.0,1.0,1.0,,6.0,11.0,,,1.0,1.0,,85.0
41,"Rosas, Malcolm",7,2,6,13,1,3.0,,1.0,,2.0,,1.0,,1.0,,8.0,5.0,,1.0,,1.0,1.0,78.0
18,"Rowell, Matt",18,1,11,29,1,,,17.0,,8.0,6.0,7.0,1.0,4.0,3.0,13.0,17.0,,,2.0,2.0,3.0,78.0
24,"Swallow, David",9,,11,20,2,,,9.0,,3.0,7.0,1.0,,1.0,,8.0,8.0,,,3.0,,1.0,76.0
21 ↑,"Tsitas, James",3,2,1,4,2,,,,,,,,,,,1.0,3.0,,1.0,,,,22.0
28,"Witts, Jarrod",3,4,12,15,,,48.0,2.0,,1.0,2.0,2.0,1.0,1.0,,14.0,3.0,2.0,,3.0,,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,91,120,330,16,17.0,52.0,67.0,25.0,63.0,41.0,53.0,14.0,22.0,6.0,150.0,176.0,19.0,15.0,63.0,10.0,9.0,
Opposition,Opposition,172,75,121,293,6,7.0,40.0,83.0,47.0,31.0,30.0,51.0,22.0,14.0,,116.0,172.0,8.0,7.0,55.0,7.0,3.0,
