Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",29y 221d,134 (87-1-46 65.30%),18 (0.13),←,
46,"Blicavs, Mark",34y 30d,276 (181-3-92 66.12%),73 (0.26),←,
12,"Bowes, Jack",27y 91d,129 (47-2-80 37.21%),34 (0.26),46 (26-1-19 57.61%),20 (0.43)
5,"Cameron, Jeremy",32y 26d,261 (136-3-122 52.68%),665 (2.55),90 (59-0-31 65.56%),238 (2.64)
13,"Clark, Jhye",20y 278d,20 (10-0-10 50.00%),3 (0.15),←,
45,"Close, Brad",26y 271d,108 (72-1-35 67.13%),95 (0.88),←,
35,"Dangerfield, Patrick",35y 22d,344 (206-2-136 60.17%),350 (1.02),190 (125-2-63 66.32%),187 (0.98)
16,"De Koning, Sam",24y 60d,69 (46-1-22 67.39%),6 (0.09),←,
28,"Dempsey, Oliver",22y 110d,39 (23-0-16 58.97%),35 (0.90),←,
39,"Guthrie, Zach",26y 301d,109 (68-2-39 63.30%),15 (0.14),←,
36,"Henry, Oliver",22y 272d,77 (43-1-33 56.49%),111 (1.44),52 (29-1-22 56.73%),83 (1.60)
9,"Holmes, Max",22y 241d,83 (52-1-30 63.25%),39 (0.47),←,
17,"Humphries, Lawson",22y 93d,18 (12-0-6 66.67%),1 (0.06),←,
7,"Mannagh, Shaun",27y 264d,16 (12-0-4 75.00%),19 (1.19),←,
34,"Mullin, Oisin",25y 75d,24 (11-0-13 45.83%),,←,
33,"Neale, Shannon",22y 276d,27 (16-0-11 59.26%),29 (1.07),←,
42,"OConnor, Mark",28y 100d,129 (84-0-45 65.12%),10 (0.08),←,
14,"OSullivan, Connor",19y 343d,8 (5-0-3 62.50%),,←,
3,"Smith, Bailey",24y 141d,109 (63-0-46 57.80%),47 (0.43),6 (4-0-2 66.67%),3 (0.50)
1,"Stanley, Rhys",34y 147d,214 (124-2-88 58.41%),111 (0.52),156 (103-2-51 66.67%),71 (0.46)
18,"Stengle, Tyson",26y 190d,92 (53-1-38 58.15%),149 (1.62),76 (48-1-27 63.82%),134 (1.76)
44,"Stewart, Tom",32y 43d,176 (114-1-61 65.06%),5 (0.03),←,
21,"Wiltshire, Oliver",22y 224d,1 (0-0-1 0.00%),,←,
Totals,Totals,26y 198d,2463 (1465-21-977 59.48%),1815 (0.74),,
C,"Scott, Chris",48y 359d,341 (230-3-108 67.89%),,←,
