Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",7,2,7,14,,1.0,,3.0,,4.0,3.0,4.0,2.0,2.0,,8.0,9.0,,,4.0,,,80.0
29,"Bramble, Lachlan",11,3,6,17,,,,2.0,3.0,1.0,,1.0,1.0,,,3.0,12.0,,,1.0,,,80.0
36,"Cleary, Luke",6,4,5,11,,,,1.0,3.0,1.0,,2.0,,,,3.0,8.0,1.0,,5.0,,,83.0
31,"Dale, Bailey",23,10,13,36,,,,,4.0,3.0,3.0,3.0,2.0,,1.0,6.0,25.0,1.0,,,2.0,,83.0
10,"Darcy, Sam",12,9,7,19,3,2.0,8.0,4.0,,5.0,2.0,6.0,3.0,3.0,,11.0,7.0,4.0,5.0,3.0,,1.0,75.0
42,"Davidson, Sam",12,5,7,19,1,1.0,,1.0,,6.0,,,,,,2.0,16.0,,,,,,84.0
26,"Dolan, Josh",4,4,8,12,,,,2.0,,,1.0,3.0,,,,5.0,8.0,,1.0,2.0,1.0,1.0,79.0
44,"English, Tim",8,5,10,18,1,1.0,34.0,6.0,2.0,1.0,3.0,4.0,2.0,2.0,,6.0,11.0,,2.0,3.0,,1.0,84.0
27,"Freijah, Joel",9,4,12,21,1,,,4.0,1.0,3.0,4.0,2.0,1.0,2.0,,8.0,14.0,1.0,,2.0,,,80.0
6 ↑,"Hynes, Cooper",2,1,,2,1,,,1.0,,1.0,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,21.0
8,"Kennedy, Matthew",20,6,9,29,2,,,1.0,1.0,5.0,5.0,4.0,1.0,2.0,3.0,8.0,21.0,1.0,2.0,,,1.0,84.0
24 ↓,"Khamis, Buku",4,3,,4,2,,,1.0,,,,,1.0,,,1.0,3.0,,1.0,1.0,,,53.0
21,"Liberatore, Tom",14,7,15,29,,1.0,,7.0,,4.0,5.0,3.0,2.0,1.0,,8.0,21.0,,,2.0,,,82.0
7,"Lobb, Rory",14,9,3,17,,,,,5.0,3.0,,3.0,,,,2.0,12.0,2.0,,11.0,,,100.0
30,"McNeil, Lachlan",9,4,6,15,1,,,5.0,1.0,5.0,1.0,2.0,2.0,,,5.0,10.0,1.0,1.0,1.0,,,81.0
33,"Naughton, Aaron",7,3,1,8,3,,1.0,1.0,,,1.0,1.0,1.0,1.0,,7.0,2.0,1.0,2.0,2.0,,1.0,76.0
18,"ODonnell, James",4,2,4,8,,,,1.0,1.0,,,3.0,1.0,,,4.0,5.0,1.0,,8.0,,,95.0
20,"Richards, Ed",17,2,8,25,1,,,7.0,1.0,9.0,7.0,3.0,2.0,,2.0,15.0,11.0,,,3.0,2.0,,79.0
9,"Sanders, Ryley",11,9,10,21,2,,,2.0,2.0,3.0,1.0,,,,,2.0,19.0,,2.0,1.0,1.0,1.0,80.0
1,"Treloar, Adam",16,5,12,28,1,,,1.0,1.0,4.0,2.0,3.0,,1.0,,6.0,20.0,,1.0,,3.0,4.0,69.0
23,"Vandermeer, Laitham",6,5,6,12,,,,3.0,,2.0,1.0,1.0,,,,5.0,7.0,,,,,2.0,84.0
14,"West, Rhylee",9,2,7,16,1,2.0,,3.0,,3.0,1.0,4.0,1.0,2.0,,8.0,8.0,1.0,1.0,1.0,,2.0,87.0
34,"Williams, Bailey",20,17,7,27,,,,2.0,7.0,5.0,,,,,,5.0,22.0,3.0,,2.0,3.0,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,245,121,163,408,20,12.0,43.0,58.0,32.0,68.0,40.0,54.0,22.0,16.0,6.0,129.0,272.0,18.0,19.0,53.0,12.0,14.0,
Opposition,Opposition,208,94,133,341,8,12.0,37.0,61.0,47.0,41.0,39.0,57.0,16.0,22.0,,110.0,221.0,9.0,10.0,37.0,12.0,7.0,
