Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Batchelor, Jake",23y 203d,74 (41-2-31 56.76%),4 (0.05),←,
25,"Chaplin, Troy",29y 193d,206 (97-1-108 47.33%),14 (0.07),66 (42-0-24 63.64%),4 (0.06)
9,"Cotchin, Trent",25y 150d,152 (76-2-74 50.66%),91 (0.60),←,
3,"Deledio, Brett",28y 139d,231 (104-5-122 46.10%),172 (0.74),←,
10,"Edwards, Shane",26y 314d,167 (72-5-90 44.61%),113 (0.68),←,
5,"Ellis, Brandon",22y 32d,87 (50-1-36 58.05%),34 (0.39),←,
6,"Grigg, Shaun",27y 138d,146 (73-2-71 50.68%),68 (0.47),103 (55-2-46 54.37%),58 (0.56)
2,"Grimes, Dylan",24y 50d,62 (35-0-27 56.45%),2 (0.03),←,
14,"Houli, Bachar",27y 115d,136 (69-3-64 51.84%),33 (0.24),110 (59-2-49 54.55%),24 (0.22)
28,"Hunt, Taylor",24y 303d,85 (64-0-21 75.29%),20 (0.24),22 (15-0-7 68.18%),1 (0.05)
48,"Lambert, Kane",23y 282d,12 (9-0-3 75.00%),7 (0.58),←,
35,"Lennon, Ben",20y 61d,16 (9-0-7 56.25%),8 (0.50),←,
27,"Lloyd, Sam",25y 185d,20 (11-0-9 55.00%),23 (1.15),←,
20,"Maric, Ivan",29y 243d,153 (89-1-63 58.50%),61 (0.40),76 (46-1-29 61.18%),33 (0.43)
4,"Martin, Dustin",24y 70d,130 (64-2-64 50.00%),141 (1.08),←,
33,"McIntosh, Kamdyn",21y 154d,22 (15-0-7 68.18%),7 (0.32),←,
26,"Miles, Anthony",23y 188d,45 (25-0-20 55.56%),12 (0.27),35 (24-0-11 68.57%),11 (0.31)
1,"Newman, Chris",33y 109d,267 (105-5-157 40.26%),54 (0.20),←,
18,"Rance, Alex",25y 330d,129 (60-2-67 47.29%),8 (0.06),←,
8,"Riewoldt, Jack",26y 308d,179 (81-4-94 46.37%),431 (2.41),←,
29,"Vickery, Ty",25y 96d,101 (49-2-50 49.50%),130 (1.29),←,
31,"Vlastuin, Nick",21y 138d,60 (36-0-24 60.00%),14 (0.23),←,
Totals,Totals,25y 173d,2480 (1234-37-1209 49.76%),1447 (0.58),,
C,"Hardwick, Damien",43y 17d,134 (66-2-66 50.00%),,←,
