Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",22,4,17,39,1,,,3.0,3.0,2.0,5.0,3.0,,1.0,2.0,9.0,28.0,,,,3.0,,
30,"Brown, Leigh",5,2,4,9,,,,,,1.0,,2.0,,1.0,,5.0,4.0,1.0,,3.0,,,
9,"Carr, Matthew",15,7,7,22,2,,,1.0,1.0,4.0,,2.0,,,,3.0,19.0,1.0,1.0,1.0,,,
10,"Cook, Troy",14,2,14,28,1,,,5.0,4.0,4.0,7.0,4.0,2.0,,,12.0,15.0,1.0,,1.0,1.0,,
24,"Croad, Trent",13,4,1,14,3,4.0,,1.0,,6.0,,3.0,1.0,,,7.0,7.0,1.0,2.0,1.0,,,
38,"Cunningham, Ben",17,7,5,22,2,1.0,,1.0,2.0,7.0,4.0,4.0,1.0,,,7.0,15.0,,,2.0,3.0,,
18,"Fewster, Brendon",10,4,6,16,,2.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,,8.0,8.0,2.0,,,,,
14,"Grover, Antoni",4,2,6,10,,,,2.0,,,,1.0,,1.0,,3.0,7.0,,,3.0,1.0,,
4,"Hasleby, Paul",12,2,15,27,,1.0,,2.0,1.0,4.0,6.0,2.0,3.0,,,12.0,15.0,,,3.0,,,
5,"Jones, Anthony",4,2,2,6,,,,,2.0,,1.0,,,,,2.0,4.0,,,3.0,,,
11,"Kickett, Dale",8,4,3,11,1,,,,,4.0,1.0,1.0,,,,3.0,8.0,,1.0,1.0,,,
20,"Longmuir, Justin",6,5,8,14,,,16.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,,6.0,8.0,,,1.0,,,
21,"Longmuir, Troy",13,4,6,19,,,,4.0,4.0,3.0,1.0,5.0,2.0,3.0,,6.0,13.0,2.0,,,2.0,,
8,"McManus, Shaun",12,3,7,19,3,,,3.0,,3.0,1.0,1.0,2.0,,,9.0,9.0,,2.0,4.0,1.0,,
34,"Medhurst, Paul",7,4,2,9,3,,,2.0,,1.0,,4.0,1.0,,,5.0,4.0,1.0,2.0,3.0,,,
25,"Norrish, Jason",11,3,9,20,,1.0,,3.0,,1.0,1.0,2.0,,1.0,,5.0,14.0,,,1.0,,,
23,"Parker, Shane",2,3,7,9,,,,3.0,1.0,,,1.0,,1.0,,5.0,4.0,,,4.0,,,
29,"Pavlich, Matthew",8,1,3,11,1,,2.0,2.0,2.0,2.0,1.0,1.0,,,,2.0,8.0,,,3.0,1.0,,
27,"Polak, Graham",,,,,,,,,,,,1.0,,,,,,,,,,,
35,"Siegert, Andrew",3,3,12,15,,,,3.0,1.0,2.0,2.0,3.0,,2.0,,5.0,11.0,,,5.0,,,
19,"Walker, James",9,5,10,19,1,,,2.0,1.0,1.0,1.0,2.0,,,,5.0,14.0,,1.0,1.0,,,
6,"Woods, Dion",7,,1,8,,,1.0,,,,1.0,1.0,,1.0,,1.0,8.0,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,71,145,347,18,10.0,22.0,39.0,24.0,49.0,41.0,46.0,15.0,14.0,2.0,120.0,223.0,9.0,9.0,40.0,12.0,,
Opposition,Opposition,199,86,132,331,21,11.0,42.0,23.0,30.0,49.0,34.0,40.0,14.0,15.0,4.0,123.0,208.0,11.0,13.0,39.0,13.0,,
