Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Aliir, Aliir",12,5,3,15,,,,,5.0,,2.0,4.0,,2.0,,8.0,6.0,1.0,,8.0,,,95.0
14,"Bergman, Miles",7,6,6,13,,,,2.0,,3.0,2.0,1.0,,,,4.0,10.0,,,1.0,,,96.0
10,"Boak, Travis",15,7,4,19,,1.0,,6.0,2.0,2.0,3.0,5.0,,3.0,,6.0,12.0,1.0,,4.0,1.0,1.0,78.0
3,"Burton, Ryan",20,5,3,23,,,,2.0,6.0,1.0,,1.0,1.0,,,5.0,9.0,,,3.0,,,79.0
9,"Butters, Zak",21,9,13,34,1,,,3.0,1.0,5.0,7.0,5.0,3.0,3.0,2.0,15.0,19.0,,,,3.0,1.0,79.0
33,"Byrne-Jones, Darcy",7,1,3,10,2,1.0,,5.0,,2.0,1.0,1.0,,,,1.0,9.0,,,,,1.0,80.0
22 ↓,"Dixon, Charlie",2,3,8,10,,1.0,7.0,1.0,,,,1.0,,1.0,,6.0,5.0,1.0,2.0,2.0,,3.0,66.0
28,"Drew, Willem",14,2,13,27,,,,7.0,2.0,4.0,5.0,6.0,2.0,1.0,,11.0,14.0,,,,,,72.0
31 ↑,"Evans, Francis",1,,,1,,,,,,,,,,,,,1.0,,,,,,12.0
6,"Farrell, Kane",9,4,5,14,2,,,4.0,3.0,3.0,1.0,2.0,1.0,,,3.0,11.0,,,1.0,,,82.0
11,"Finlayson, Jeremy",7,2,4,11,1,1.0,9.0,3.0,,2.0,3.0,5.0,,1.0,,5.0,7.0,,1.0,,,,84.0
19,"Georgiades, Mitch",6,5,4,10,2,1.0,,,,1.0,1.0,2.0,,,,3.0,7.0,1.0,3.0,1.0,,,68.0
18,"Horne-Francis, Jason",23,4,3,26,1,1.0,,4.0,,6.0,7.0,1.0,3.0,,3.0,12.0,12.0,,1.0,2.0,1.0,1.0,80.0
5,"Houston, Dan",18,9,6,24,,,,1.0,7.0,6.0,1.0,5.0,,,,5.0,19.0,,,2.0,,,92.0
4,"Marshall, Todd",8,3,3,11,1,1.0,2.0,2.0,1.0,3.0,,2.0,,1.0,,2.0,8.0,,2.0,2.0,,1.0,80.0
41,"McEntee, Jed",4,,2,6,,,,5.0,,2.0,,1.0,1.0,1.0,,4.0,2.0,,,,,,82.0
44,"Mead, Jackson",10,,12,22,,,,7.0,2.0,5.0,3.0,3.0,1.0,,,7.0,14.0,,,1.0,1.0,1.0,85.0
27,"Ratugolea, Esava",6,3,5,11,,,,3.0,4.0,,,5.0,1.0,2.0,,6.0,3.0,,,5.0,,,87.0
15,"Rioli, Willie",10,4,2,12,4,3.0,,7.0,,3.0,1.0,4.0,,2.0,,5.0,10.0,,3.0,3.0,,2.0,88.0
8,"Sinn, Josh",12,4,4,16,,,,,3.0,1.0,,1.0,,,,2.0,12.0,,,1.0,,,66.0
38,"Visentini, Dante",5,1,5,10,,,31.0,4.0,,1.0,2.0,4.0,2.0,2.0,,3.0,6.0,,,3.0,,,78.0
16,"Wines, Ollie",10,7,23,33,1,,,7.0,1.0,1.0,9.0,1.0,2.0,,,15.0,17.0,,2.0,3.0,,1.0,74.0
25,"Zerk-Thatcher, Brandon",8,5,2,10,,,,,,1.0,,1.0,,,,,7.0,,,4.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,235,89,133,368,15,11.0,49.0,73.0,37.0,52.0,48.0,61.0,17.0,19.0,5.0,128.0,220.0,4.0,14.0,46.0,6.0,12.0,
Opposition,Opposition,187,66,128,315,14,11.0,44.0,76.0,36.0,53.0,39.0,51.0,19.0,17.0,1.0,132.0,166.0,12.0,13.0,46.0,6.0,11.0,
