Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",20,9,7,27,2,1.0,,1.0,4.0,7.0,3.0,1.0,1.0,1.0,1.0,8.0,19.0,,2.0,3.0,2.0,,98.0
21,"Black, Heath",13,6,6,19,2,1.0,,2.0,3.0,5.0,,3.0,,2.0,,3.0,16.0,,1.0,,1.0,,95.0
2,"Carr, Josh",16,6,5,21,,1.0,,6.0,3.0,2.0,5.0,2.0,2.0,1.0,,8.0,12.0,,,1.0,5.0,,89.0
9,"Carr, Matthew",14,8,4,18,,,1.0,1.0,1.0,3.0,1.0,3.0,,1.0,,5.0,13.0,1.0,,1.0,,,96.0
10,"Cook, Troy",5,3,5,10,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,1.0,9.0,,1.0,2.0,,,59.0
33,"Farmer, Jeff",11,4,1,12,7,1.0,,2.0,,2.0,,1.0,1.0,,2.0,4.0,7.0,1.0,3.0,,3.0,2.0,94.0
14,"Grover, Antoni",6,3,11,17,1,,,1.0,,1.0,3.0,1.0,2.0,1.0,,10.0,8.0,,1.0,4.0,,1.0,83.0
4,"Hasleby, Paul",7,5,19,26,2,,,5.0,1.0,2.0,9.0,1.0,1.0,1.0,,15.0,11.0,1.0,1.0,2.0,,,89.0
11,"Headland, Des",10,5,4,14,,,,1.0,1.0,4.0,2.0,5.0,1.0,1.0,,6.0,9.0,1.0,2.0,,2.0,2.0,80.0
37,"Johnson, Michael",6,1,3,9,,,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,,3.0,6.0,,,9.0,1.0,,85.0
20,"Longmuir, Justin",2,2,3,5,1,,11.0,,,1.0,2.0,3.0,,2.0,,3.0,2.0,1.0,1.0,1.0,,,79.0
18,"McPharlin, Luke",10,8,2,12,5,1.0,,2.0,,1.0,,1.0,1.0,1.0,,6.0,6.0,3.0,6.0,,,,91.0
34,"Medhurst, Paul",15,7,2,17,1,1.0,,1.0,,4.0,,4.0,,2.0,,4.0,12.0,1.0,3.0,1.0,1.0,1.0,93.0
16,"Mundy, David",7,1,5,12,,,,3.0,1.0,4.0,3.0,,1.0,,,6.0,6.0,,,1.0,,,75.0
23,"Parker, Shane",8,2,4,12,,,,1.0,7.0,,,2.0,1.0,2.0,,7.0,7.0,,,3.0,,,100.0
29,"Pavlich, Matthew",20,13,8,28,1,2.0,,,,7.0,2.0,6.0,2.0,2.0,3.0,14.0,14.0,5.0,1.0,2.0,,3.0,97.0
3,"Schammer, Byron",4,4,3,7,,,,,1.0,1.0,,,,,,3.0,4.0,,,,,,60.0
35,"Siegert, Andrew",6,1,4,10,,,,,1.0,3.0,,2.0,1.0,1.0,,3.0,7.0,,,,1.0,1.0,58.0
13,"Smith, Dylan",2,2,7,9,,,,2.0,2.0,,2.0,1.0,1.0,,,3.0,6.0,,,3.0,,,36.0
22,"Thornton, Scott",8,2,9,17,,,,,5.0,2.0,1.0,6.0,,2.0,,2.0,14.0,,,12.0,,,100.0
19,"Walker, James",11,7,5,16,,,,,2.0,,,1.0,1.0,,,6.0,11.0,,,,,,100.0
1,"Webster, Luke",5,3,,5,,,,2.0,1.0,1.0,1.0,,,,,1.0,4.0,,1.0,2.0,,2.0,44.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,102,117,323,22,11.0,14.0,32.0,37.0,53.0,38.0,45.0,17.0,21.0,6.0,121.0,203.0,14.0,23.0,47.0,16.0,12.0,
Opposition,Opposition,174,77,73,247,20,9.0,48.0,31.0,34.0,57.0,35.0,37.0,21.0,17.0,,108.0,134.0,16.0,15.0,36.0,16.0,5.0,
