Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",27y 35d,202 (126-2-74 62.87%),271 (1.34),10 (2-0-8 20.00%),9 (0.90)
44,"Bock, Nathan",28y 90d,123 (62-0-61 50.41%),57 (0.46),10 (2-0-8 20.00%),
3,"Brennan, Jared",26y 325d,130 (57-3-70 45.00%),82 (0.63),11 (2-0-9 18.18%),7 (0.64)
30,"Brown, Campbell",27y 294d,166 (75-1-90 45.48%),64 (0.39),7 (0-0-7 0.00%),
39,"Day, Sam",18y 285d,6 (1-0-5 16.67%),2 (0.33),←,
17,"Fraser, Josh",29y 164d,207 (111-1-95 53.86%),161 (0.78),7 (1-0-6 14.29%),5 (0.71)
47,"Gorringe, Daniel",19y 16d,5 (2-0-3 40.00%),2 (0.40),←,
5,"Harbrow, Jarrod",22y 335d,81 (42-1-38 52.47%),21 (0.26),11 (2-0-9 18.18%),
21,"Harris, Daniel",29y 39d,159 (74-2-83 47.17%),46 (0.29),10 (2-0-8 20.00%),2 (0.20)
7,"Hunt, Karmichael",24y 213d,9 (2-0-7 22.22%),1 (0.11),←,
34,"Hutchins, Jack",19y 118d,4 (2-0-2 50.00%),,←,
36,"Iles, Sam",23y 364d,15 (6-0-9 40.00%),4 (0.27),8 (2-0-6 25.00%),4 (0.50)
14,"Krakouer, Nathan",23y 44d,48 (22-0-26 45.83%),14 (0.29),8 (1-0-7 12.50%),7 (0.88)
33,"Liddy, Rex",19y 167d,2 (0-0-2 0.00%),,←,
46,"Lynch, Tom",18y 230d,6 (1-0-5 16.67%),10 (1.67),←,
18,"McKenzie, Trent",19y 76d,11 (2-0-9 18.18%),6 (0.55),←,
41,"Prestia, Dion",18y 249d,7 (0-0-7 0.00%),1 (0.14),←,
35,"Rischitelli, Michael",25y 161d,122 (51-3-68 43.03%),51 (0.42),11 (2-0-9 18.18%),4 (0.36)
8,"Russell, Luke",19y 145d,5 (1-0-4 20.00%),2 (0.40),←,
26,"Shaw, Matt",19y 133d,6 (1-0-5 16.67%),3 (0.50),←,
25,"Stanley, Danny",23y 120d,16 (3-0-13 18.75%),8 (0.50),11 (2-0-9 18.18%),8 (0.73)
4,"Weller, Maverick",19y 125d,7 (1-0-6 14.29%),1 (0.14),←,
Totals,Totals,22y 319d,1337 (642-13-682 48.02%),807 (0.60),,
C,"McKenna, Guy",42y 38d,11 (2-0-9 18.18%),,←,
