Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",12,3,10,22,,,,7.0,,,,,1.0,2.0,,,,,,,,,
22,"Bain, David",22,3,4,26,1,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
25,"Campbell, Matthew",14,4,11,25,,,,1.0,,,,,,3.0,,,,,,,,,
1,"Champion, Richard",11,6,6,17,,,1.0,4.0,,,,,1.0,,,,,,,,,,
4,"Gastev, John",13,5,8,21,,,,4.0,,,,,2.0,,,,,,,,,,
14,"Hamilton, Shane",11,5,6,17,4,,,2.0,,,,,1.0,1.0,,,,,,,,,
5,"Hardie, Brad",13,5,3,16,4,1.0,,5.0,,,,,1.0,,,,,,,,,,
9,"Ishchenko, Alex",,5,11,11,,,11.0,2.0,,,,,1.0,3.0,,,,,,,,,
16,"Lester-Smith, Rod",10,6,4,14,,,1.0,2.0,,,,,3.0,,,,,,,,,,
19,"McLean, Michael",17,2,6,23,,,,3.0,,,,,1.0,,2.0,,,,,,,,
24,"Merrett, Roger",4,2,7,11,,,,2.0,,,,,1.0,3.0,,,,,,,,,
26,"Noonan, Danny",10,3,11,21,,,,,,,,,2.0,3.0,,,,,,,,,
28,"OBrien, Cameron",8,5,3,11,3,2.0,3.0,,,,,,,2.0,,,,,,,,,
31,"OKeeffe, David",10,6,4,14,,,,2.0,,,,,4.0,3.0,,,,,,,,,
30,"Ryan, Matthew",13,2,6,19,1,1.0,,1.0,,,,,,1.0,,,,,,,,,
23,"Schache, Laurence",1,1,,1,,,,,,,,,,,,,,,,,,,
42,"Strempel, Shane",5,4,5,10,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
46,"Wearne, David",11,4,5,16,,,,1.0,,,,,1.0,2.0,,,,,,,,,
35,"Worsfold, Peter",2,2,2,4,1,,,,,,,,,1.0,,,,,,,,,
21,"Zanotti, Mark",9,4,8,17,,,,1.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,77,120,316,14,9.0,16.0,40.0,,,,,23.0,27.0,2.0,,,,,,,,
Opposition,Opposition,236,58,145,381,16,19.0,21.0,28.0,,,,,27.0,23.0,4.0,,,,,,,,
