Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Baker, Oskar",7,1,5,12,,,,,2.0,2.0,1.0,2.0,,1.0,,2.0,9.0,,,1.0,,,68.0
12,"Bedford, Toby",4,2,4,8,,1.0,,2.0,,,,5.0,,2.0,,2.0,6.0,,,,,,63.0
31,"Fritsch, Bayley",10,4,7,17,1,1.0,,1.0,,3.0,,4.0,,1.0,,6.0,10.0,2.0,2.0,3.0,,1.0,89.0
11,"Gawn, Max",11,5,3,14,,,35.0,1.0,3.0,4.0,4.0,3.0,2.0,,,10.0,4.0,2.0,,5.0,,,98.0
14,"Hibberd, Michael",5,,2,7,,,,,1.0,1.0,,1.0,2.0,,,4.0,2.0,,,5.0,,,77.0
29,"Hunt, Jayden",6,,1,7,1,1.0,,,,,1.0,2.0,3.0,,,6.0,1.0,,,1.0,,,73.0
15,"Langdon, Ed",10,1,4,14,,,,2.0,2.0,3.0,1.0,2.0,,1.0,,5.0,7.0,,,1.0,,1.0,92.0
8,"Lever, Jake",1,,3,4,,,,1.0,1.0,,,,,,,3.0,1.0,,,9.0,,,92.0
1,"May, Steven",7,1,4,11,,,,3.0,5.0,,,2.0,,1.0,,3.0,4.0,,,8.0,,,95.0
18,"Melksham, Jake",7,2,2,9,,,,2.0,1.0,,2.0,3.0,,1.0,,4.0,4.0,,,4.0,,,85.0
30,"Neal-Bullen, Alex",6,2,,6,,,,3.0,,,,3.0,,1.0,,3.0,4.0,,,1.0,,1.0,68.0
13,"Oliver, Clayton",16,,10,26,,,,4.0,4.0,2.0,8.0,10.0,1.0,1.0,,17.0,10.0,,,3.0,,,86.0
5,"Petracca, Christian",16,1,9,25,,2.0,,4.0,4.0,4.0,5.0,4.0,2.0,,,17.0,8.0,,,2.0,,,95.0
36,"Pickett, Kysaiah",2,,4,6,,1.0,,3.0,,,,1.0,,1.0,,5.0,1.0,,,2.0,,,76.0
21,"Preuss, Braydon",2,1,1,3,,,9.0,1.0,,1.0,,3.0,1.0,,,3.0,,1.0,,1.0,,,61.0
24,"Rivers, Trent",13,2,2,15,,2.0,,1.0,8.0,1.0,1.0,3.0,1.0,2.0,,7.0,3.0,1.0,,,,,82.0
3,"Salem, Christian",11,1,2,13,,,,4.0,3.0,2.0,2.0,3.0,,1.0,,4.0,7.0,1.0,,4.0,,,91.0
44,"Smith, Joel",2,,3,5,,,,2.0,,1.0,,1.0,,,,4.0,1.0,,,2.0,,,76.0
20,"Tomlinson, Adam",4,3,2,6,,,,2.0,2.0,1.0,,2.0,,,,4.0,3.0,,,3.0,,,91.0
22,"Vandenberg, Aaron",5,2,9,14,1,,,5.0,2.0,1.0,5.0,4.0,1.0,2.0,,10.0,4.0,,1.0,1.0,,,75.0
7,"Viney, Jack",14,1,13,27,,,,5.0,1.0,8.0,7.0,6.0,,2.0,2.0,20.0,6.0,1.0,,3.0,,,87.0
26,"Weideman, Sam",3,3,3,6,1,,,,,1.0,,2.0,,1.0,,4.0,3.0,1.0,1.0,2.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,162,32,93,255,4,9.0,44.0,46.0,39.0,35.0,37.0,66.0,13.0,18.0,2.0,143.0,98.0,9.0,4.0,61.0,,3.0,
Opposition,Opposition,190,73,150,340,6,11.0,24.0,65.0,30.0,46.0,32.0,51.0,18.0,13.0,4.0,135.0,206.0,5.0,3.0,55.0,,2.0,
