Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",29y 6d,200 (125-0-75 62.50%),114 (0.57),←,
38,"Baird, John",21y 292d,1 (1-0-0 100.00%),,←,
22,"Burton, Matthew",31y 315d,115 (45-0-70 39.13%),49 (0.43),45 (23-0-22 51.11%),17 (0.38)
23,"Clayton, Shane",23y 157d,88 (46-0-42 52.27%),34 (0.39),70 (44-0-26 62.86%),33 (0.47)
45,"Cochrane, Stuart",23y 253d,34 (16-0-18 47.06%),6 (0.18),←,
2,"Colbert, Leigh",26y 296d,135 (79-1-55 58.89%),62 (0.46),30 (17-0-13 56.67%),12 (0.40)
6,"Grant, Shannon",24y 345d,153 (94-1-58 61.76%),179 (1.17),95 (62-0-33 65.26%),141 (1.48)
39,"Harding, Leigh",20y 338d,3 (1-0-2 33.33%),2 (0.67),←,
29,"Harvey, Brent",23y 320d,110 (71-0-39 64.55%),120 (1.09),←,
21,"Jones, Corey",21y 32d,13 (6-0-7 46.15%),5 (0.38),←,
34,"King, David",30y 23d,177 (115-0-62 64.97%),89 (0.50),←,
35,"Makepeace, Troy",23y 24d,40 (21-0-19 52.50%),12 (0.30),←,
5,"McCartney, Jason",28y 16d,168 (93-0-75 55.36%),54 (0.32),93 (59-0-34 63.44%),6 (0.06)
44,"Motlop, Shannon",23y 224d,43 (26-0-17 60.47%),24 (0.56),←,
28,"Pickett, Byron",24y 231d,99 (63-0-36 63.64%),43 (0.43),←,
17,"Porter, Mark",25y 170d,56 (29-0-27 51.79%),13 (0.23),1 (1-0-0 100.00%),
30,"Robbins, Ben",25y 93d,53 (26-2-25 50.94%),16 (0.30),1 (1-0-0 100.00%),2 (2.00)
26,"Rocca, Saverio",28y 130d,178 (79-2-97 44.94%),563 (3.16),22 (9-0-13 40.91%),49 (2.23)
7,"Simpson, Adam",26y 42d,137 (91-0-46 66.42%),43 (0.31),←,
9,"Sinclair, Jess",23y 216d,69 (20-0-49 28.99%),35 (0.51),19 (7-0-12 36.84%),9 (0.47)
10,"Stevens, Anthony",30y 271d,234 (145-0-89 61.97%),102 (0.44),←,
36,"Watt, Shannon",21y 124d,21 (12-0-9 57.14%),3 (0.14),←,
Totals,Totals,25y 128d,2127 (1204-6-917 56.61%),1568 (0.74),,
C,"Pagan, Denis",54y 187d,218 (139-0-79 63.76%),,←,
