Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
15,"Allan, Ben",22y 168d,8 (4-0-4 50.00%),3 (0.38),←,
8,"Anderson, Dean",23y 243d,44 (33-0-11 75.00%),49 (1.11),←,
7,"Ayres, Gary",30y 185d,218 (162-1-55 74.54%),54 (0.25),←,
4,"Collins, Andrew",25y 341d,78 (59-0-19 75.64%),18 (0.23),←,
3,"Condon, Anthony",23y 116d,45 (33-0-12 73.33%),15 (0.33),←,
13,"Dear, Paul",24y 94d,39 (26-0-13 66.67%),37 (0.95),←,
19,"Dunstall, Jason",26y 230d,129 (103-0-26 79.84%),571 (4.43),←,
16,"Gowers, Andrew",21y 355d,16 (13-0-3 81.25%),6 (0.38),←,
33,"Hudson, Paul",20y 255d,9 (7-0-2 77.78%),2 (0.22),←,
11,"Jarman, Darren",24y 63d,2 (1-0-1 50.00%),5 (2.50),←,
1,"Jencke, Ray",25y 7d,77 (56-0-21 72.73%),18 (0.23),←,
34,"Kennedy, John",31y 130d,240 (165-1-74 68.96%),210 (0.88),←,
24,"Langford, Chris",28y 89d,171 (131-1-39 76.90%),27 (0.16),←,
12,"Lawrence, Stephen",21y 344d,28 (18-0-10 64.29%),10 (0.36),←,
28,"McDonald, Alex",21y 47d,3 (2-0-1 66.67%),4 (1.33),←,
35,"Morrissey, James",26y 179d,65 (49-0-16 75.38%),65 (1.00),←,
44,"Platten, John",28y 15d,116 (89-0-27 76.72%),123 (1.06),←,
18,"Pritchard, Darrin",25y 11d,81 (62-0-19 76.54%),42 (0.52),←,
17,"Tuck, Michael",37y 281d,406 (286-1-119 70.57%),316 (0.78),←,
10,"Wittman, Chris",25y 214d,73 (57-0-16 78.08%),61 (0.84),←,
Totals,Totals,25y 260d,1848 (1356-4-488 73.38%),1636 (0.89),,
C,"Joyce, Alan",48y 162d,26 (22-0-4 84.62%),,←,
