Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
36,"Aliir, Aliir",8,5.0,3,11,,,3.0,1.0,3.0,,1.0,1.0,,,,3,8.0,,,4.0,,,83.0
32,"Bell, James",4,2.0,3,7,,,,3.0,,2.0,,2.0,1.0,1.0,,6,2.0,,,3.0,,,71.0
22,"Blakey, Nick",7,4.0,4,11,1.0,,,2.0,,4.0,,2.0,1.0,,,6,5.0,1.0,2.0,3.0,,,79.0
4,"Clarke, Ryan",14,1.0,6,20,,1.0,,5.0,3.0,6.0,5.0,4.0,1.0,,,9,11.0,,,2.0,,,90.0
7,"Cunningham, Harry",9,4.0,10,19,,,,6.0,4.0,2.0,,,1.0,,,4,14.0,1.0,,2.0,,,79.0
34,"Dawson, Jordan",11,2.0,3,14,,,,1.0,8.0,,1.0,1.0,,,,3,7.0,1.0,,7.0,,,83.0
13,"Florent, Oliver",12,1.0,8,20,,,,3.0,2.0,5.0,2.0,2.0,2.0,1.0,,9,11.0,,,4.0,,1.0,69.0
42,"Fox, Robbie",5,1.0,5,10,,,,1.0,4.0,1.0,1.0,2.0,1.0,1.0,,3,7.0,,,8.0,,1.0,99.0
15,"Gray, Sam",8,3.0,3,11,,,,1.0,,2.0,1.0,2.0,1.0,1.0,,4,7.0,,1.0,1.0,,,84.0
19,"Ling, Matt",7,2.0,3,10,,,,1.0,3.0,1.0,1.0,2.0,1.0,1.0,,3,7.0,,,3.0,,,73.0
44,"Lloyd, Jake",18,7.0,16,34,,,,2.0,8.0,2.0,,4.0,,,1.0,11,18.0,1.0,,1.0,,,89.0
30,"McCartin, Tom",5,4.0,3,8,1.0,,,,,1.0,,,1.0,,,6,2.0,2.0,1.0,1.0,,,79.0
14,"Mills, Callum",10,5.0,7,17,,,,8.0,2.0,2.0,3.0,1.0,,,,6,9.0,,,2.0,,,80.0
11,"Papley, Tom",10,2.0,1,11,4.0,2.0,,1.0,,6.0,2.0,3.0,1.0,1.0,3.0,6,5.0,,1.0,,2.0,,90.0
26,"Parker, Luke",15,3.0,7,22,1.0,1.0,,5.0,1.0,1.0,4.0,3.0,4.0,,,10,9.0,,,4.0,,,83.0
24,"Rampe, Dane",12,5.0,13,25,,,,,6.0,,,2.0,,,,7,15.0,1.0,,9.0,,,100.0
20,"Reid, Sam",6,4.0,6,12,1.0,,,,,1.0,,4.0,1.0,,,9,4.0,1.0,1.0,2.0,,1.0,84.0
8,"Rowbottom, James",13,1.0,5,18,,,,3.0,,8.0,2.0,7.0,2.0,3.0,,11,9.0,,,2.0,,,77.0
18,"Sinclair, Callum",4,2.0,1,5,,1.0,24.0,3.0,1.0,1.0,1.0,5.0,2.0,3.0,,2,3.0,,,1.0,,1.0,83.0
3,"Stephens, Dylan",3,1.0,6,9,,,,,,,,1.0,,,,4,6.0,,,3.0,,,75.0
37,"Taylor, Elijah",5,,3,8,1.0,1.0,,1.0,,3.0,,1.0,3.0,,,8,,,,1.0,1.0,,67.0
28,"Taylor, Lewis",7,4.0,7,14,,,,1.0,1.0,1.0,,2.0,,1.0,,5,9.0,,,,,,84.0
Totals,Totals,193,63.0,123,316,9.0,6.0,27.0,48.0,46.0,49.0,24.0,51.0,23.0,13.0,4.0,135,168.0,8.0,6.0,63.0,3.0,4.0,
Opposition,Opposition,179,40.0,101,280,7.0,11.0,29.0,58.0,36.0,53.0,35.0,77.0,13.0,23.0,2.0,143,122.0,6.0,3.0,64.0,,6.0,
