Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Birchall, Grant",10,7,10,20,,,,2.0,2.0,1.0,3.0,1.0,,1.0,,5.0,17.0,,,6.0,,,81.0
22,"Breust, Luke",8,3,5,13,3,2.0,,1.0,1.0,1.0,2.0,3.0,2.0,3.0,,9.0,3.0,2.0,3.0,,,1.0,84.0
9,"Burgoyne, Shaun",9,2,9,18,,,,3.0,2.0,6.0,4.0,1.0,,1.0,,8.0,8.0,,,2.0,,1.0,77.0
18,"Ceglar, Jonathon",4,6,10,14,,1.0,22.0,3.0,,1.0,1.0,1.0,2.0,1.0,,7.0,8.0,1.0,,1.0,,,82.0
8,"Duryea, Taylor",11,2,3,14,,,,2.0,1.0,4.0,1.0,2.0,1.0,1.0,,3.0,12.0,,,2.0,,1.0,75.0
12,"Frawley, James",5,,3,8,,,,,1.0,1.0,,4.0,,2.0,,,8.0,,,8.0,,,68.0
6,"Gibson, Josh",9,4,10,19,,,,1.0,2.0,2.0,,,,,,5.0,13.0,2.0,,4.0,1.0,1.0,100.0
19,"Gunston, Jack",12,4,3,15,5,,,2.0,,4.0,,1.0,,,,4.0,11.0,,2.0,1.0,,,93.0
10,"Hill, Bradley",8,1,6,14,,,,,1.0,3.0,1.0,3.0,,,,4.0,10.0,,1.0,1.0,,1.0,75.0
15,"Hodge, Luke",10,3,10,20,,,1.0,2.0,2.0,6.0,1.0,4.0,1.0,2.0,,5.0,15.0,,,1.0,,1.0,77.0
41,"Howe, Daniel",7,5,7,14,1,,,3.0,3.0,,1.0,3.0,1.0,2.0,,6.0,8.0,,1.0,1.0,,,83.0
3,"Lewis, Jordan",6,1,9,15,,1.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,,6.0,7.0,,,,,,82.0
36,"Lovell, Kieran",6,1,5,11,,,,1.0,1.0,2.0,2.0,,1.0,,,6.0,5.0,,,,,,74.0
7,"McEvoy, Ben",5,5,11,16,,,24.0,1.0,1.0,1.0,2.0,1.0,1.0,,,8.0,6.0,1.0,1.0,3.0,,,84.0
5,"Mitchell, Sam",11,1,15,26,,1.0,1.0,,1.0,6.0,1.0,2.0,1.0,1.0,,7.0,17.0,,,,3.0,1.0,88.0
23,"OBrien, Tim",5,2,5,10,,,,1.0,4.0,1.0,,1.0,,1.0,,2.0,7.0,,,10.0,,,92.0
28,"Puopolo, Paul",5,1,1,6,2,1.0,,3.0,,,,1.0,2.0,1.0,,3.0,3.0,,,,,,79.0
33,"Rioli, Cyril",5,2,7,12,1,,,5.0,,3.0,3.0,1.0,2.0,,,8.0,6.0,,1.0,,,,78.0
26,"Shiels, Liam",6,1,12,18,,,,5.0,1.0,2.0,3.0,2.0,1.0,1.0,,8.0,7.0,,,2.0,,,74.0
21,"Sicily, James",7,3,2,9,,1.0,,1.0,,2.0,1.0,3.0,2.0,,,3.0,6.0,,1.0,2.0,,,69.0
16,"Smith, Isaac",6,4,5,11,,2.0,,,,1.0,,2.0,,1.0,,3.0,10.0,,1.0,1.0,,2.0,85.0
24,"Stratton, Ben",6,3,5,11,,,,1.0,1.0,,,1.0,,1.0,,4.0,10.0,,,12.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,161,61,153,314,12,11.0,52.0,41.0,26.0,50.0,29.0,38.0,18.0,20.0,,114.0,197.0,6.0,11.0,57.0,4.0,9.0,
Opposition,Opposition,233,107,180,413,24,14.0,43.0,63.0,34.0,56.0,47.0,50.0,20.0,18.0,6.0,153.0,251.0,20.0,16.0,38.0,4.0,16.0,
