Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",7,2,1,8,1,2.0,,2.0,,,,,2.0,,,,,,,,,,
7,"Allan, Ben",6,,7,13,,,,1.0,,,,,,1.0,,,,,,,,,
44,"Bandy, Daniel",12,8,12,24,,,13.0,,,,,,,,,,,,,,,,
24,"Burton, Matthew",8,5,2,10,3,,7.0,,,,,,,2.0,,,,,,,,,
42,"Callaghan, Craig",8,3,8,16,,,,1.0,,,,,,3.0,,,,,,,,,
13,"Chisholm, Scott",12,4,10,22,,,,3.0,,,,,,1.0,,,,,,,,,
1,"Edwards, Scott",12,2,3,15,,,,1.0,,,,,,2.0,,,,,,,,,
22,"Godden, Tony",9,4,2,11,,,,,,,,,1.0,2.0,,,,,,,,,
32,"Harding, Greg",8,3,7,15,,,,1.0,,,,,,1.0,,,,,,,,,
16,"Hynes, David",3,1,6,9,3,,3.0,,,,,,1.0,1.0,,,,,,,,,
38,"Jones, Anthony",6,2,9,15,,,,2.0,,,,,1.0,1.0,,,,,,,,,
11,"Kickett, Dale",11,2,18,29,,,,4.0,,,,,2.0,1.0,,,,,,,,,
28,"Koops, Steven",10,2,8,18,1,2.0,,2.0,,,,,2.0,1.0,,,,,,,,,
36,"Leach, Quenton",6,1,2,8,,2.0,,,,,,,,,,,,,,,,,
17,"Madigan, Greg",12,4,9,21,,,,1.0,,,,,4.0,,,,,,,,,,
9,"Mann, Peter",17,11,8,25,1,4.0,2.0,6.0,,,,,,,2.0,,,,,,,,
8,"McManus, Shaun",7,4,9,16,2,,,2.0,,,,,,,,,,,,,,,
45,"Mitchell, Gavin",5,,6,11,,,,2.0,,,,,1.0,,,,,,,,,,
25,"Norrish, Jason",5,1,9,14,,,,2.0,,,,,1.0,2.0,,,,,,,,,
10,"OReilly, Stephen",9,7,2,11,,,,,,,,,,,,,,,,,,,
4,"Wills, Andrew",4,1,4,8,1,,,1.0,,,,,1.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,67,142,319,12,13.0,25.0,31.0,,,,,16.0,21.0,2.0,,,,,,,,
Opposition,Opposition,194,70,110,304,17,8.0,35.0,31.0,,,,,21.0,16.0,4.0,,,,,,,,
