Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",21y 287d,27 (9-0-18 33.33%),1 (0.04),←,
18,"Cameron, Jeremy",22y 123d,68 (15-0-53 22.06%),166 (2.44),←,
3,"Coniglio, Stephen",21y 230d,59 (16-0-43 27.12%),20 (0.34),←,
35,"Corr, Aidan",21y 77d,28 (7-0-21 25.00%),1 (0.04),←,
1,"Davis, Phil",24y 337d,74 (25-0-49 33.78%),6 (0.08),56 (14-0-42 25.00%),5 (0.09)
44,"Downie, Tom",22y 97d,6 (2-0-4 33.33%),2 (0.33),←,
4,"Greene, Toby",21y 311d,70 (16-0-54 22.86%),31 (0.44),←,
32,"Griffen, Ryan",29y 6d,219 (106-1-112 48.63%),136 (0.62),17 (9-0-8 52.94%),6 (0.35)
33,"Hoskin-Elliott, Will",21y 334d,47 (10-0-37 21.28%),40 (0.85),←,
22,"Kelly, Josh",20y 171d,31 (11-0-20 35.48%),16 (0.52),←,
11,"Lamb, Jed",22y 287d,22 (9-0-13 40.91%),17 (0.77),10 (0-0-10 0.00%),8 (0.80)
37,"Lobb, Rory",22y 174d,8 (2-0-6 25.00%),6 (0.75),←,
24,"Patfull, Joel",30y 238d,195 (80-3-112 41.79%),25 (0.13),13 (7-0-6 53.85%),1 (0.08)
9,"Scully, Tom",24y 79d,102 (28-1-73 27.94%),34 (0.33),71 (15-0-56 21.13%),28 (0.39)
23,"Shaw, Heath",29y 248d,208 (125-2-81 60.58%),37 (0.18),35 (15-0-20 42.86%),
38,"Steele, Jack",19y 232d,6 (2-0-4 33.33%),1 (0.17),←,
36,"Stewart, James",21y 151d,15 (7-0-8 46.67%),15 (1.00),←,
20,"Tomlinson, Adam",21y 357d,51 (9-0-42 17.65%),16 (0.31),←,
17,"Treloar, Adam",22y 146d,75 (18-0-57 24.00%),45 (0.60),←,
8,"Ward, Callan",25y 114d,138 (49-0-89 35.51%),68 (0.49),78 (17-0-61 21.79%),35 (0.45)
6,"Whitfield, Lachie",21y 15d,46 (12-0-34 26.09%),19 (0.41),←,
16,"Wilson, Nathan",22y 207d,27 (7-0-20 25.93%),9 (0.33),←,
Totals,Totals,23y 92d,1522 (565-7-950 37.12%),711 (0.47),,
C,"Cameron, Leon",42y 334d,39 (15-0-24 38.46%),,←,
