Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",25y 197d,56 (29-0-27 51.79%),3 (0.05),←,
18,"Cameron, Jeremy",26y 33d,137 (59-3-75 44.16%),357 (2.61),←,
3,"Coniglio, Stephen",25y 140d,125 (59-1-65 47.60%),72 (0.58),←,
35,"Corr, Aidan",24y 352d,77 (35-3-39 47.40%),2 (0.03),←,
13,"Cumming, Isaac",20y 266d,3 (1-0-2 33.33%),,←,
16,"Daniels, Brent",20y 56d,14 (10-0-4 71.43%),7 (0.50),←,
24,"de Boer, Matt",29y 55d,175 (101-4-70 58.86%),72 (0.41),37 (23-3-11 66.22%),24 (0.65)
31,"Finlayson, Jeremy",23y 84d,22 (11-2-9 54.55%),17 (0.77),←,
4,"Greene, Toby",25y 221d,129 (56-1-72 43.80%),145 (1.12),←,
9,"Hately, Jackson",18y 195d,2 (1-0-1 50.00%),,←,
19,"Haynes, Nick",26y 351d,111 (54-3-54 50.00%),9 (0.08),←,
27,"Himmelberg, Harry",22y 361d,47 (31-1-15 67.02%),45 (0.96),←,
2,"Hopper, Jacob",22y 87d,51 (33-1-17 65.69%),21 (0.41),←,
40,"Kennedy, Adam",26y 296d,99 (37-0-62 37.37%),8 (0.08),←,
38,"Lloyd, Daniel",27y 75d,28 (16-3-9 62.50%),23 (0.82),←,
41,"Mumford, Shane",32y 303d,177 (114-4-59 65.54%),52 (0.29),77 (45-2-30 59.74%),13 (0.17)
50,"Reid, Sam",29y 178d,71 (40-3-28 58.45%),28 (0.39),61 (34-3-24 58.20%),27 (0.44)
23,"Shaw, Heath",33y 158d,289 (177-5-107 62.11%),39 (0.13),116 (67-3-46 59.05%),2 (0.02)
14,"Taranto, Tim",21y 96d,44 (28-1-15 64.77%),19 (0.43),←,
15,"Taylor, Sam",19y 364d,15 (12-0-3 80.00%),,←,
20,"Tomlinson, Adam",25y 267d,122 (51-3-68 43.03%),32 (0.26),←,
29,"Williams, Zac",24y 226d,85 (45-0-40 52.94%),21 (0.25),←,
Totals,Totals,25y 49d,1879 (1000-38-841 53.22%),972 (0.52),,
C,"Cameron, Leon",46y 244d,124 (68-3-53 56.05%),,←,
