Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",25,4,14,39,2,1.0,,5.0,,12.0,7.0,2.0,,,3.0,14.0,22.0,1.0,1.0,,3.0,3.0,91.0
3,"Bartel, Jimmy",13,3,10,23,,,,7.0,1.0,4.0,2.0,3.0,3.0,1.0,,12.0,11.0,,,2.0,,1.0,88.0
24,"Blake, Mark",3,2,6,9,,,23.0,2.0,,2.0,1.0,,2.0,,,2.0,7.0,,,,,,55.0
17,"Byrnes, Shannon",9,3,5,14,1,1.0,,2.0,,4.0,1.0,4.0,1.0,1.0,,4.0,11.0,,2.0,1.0,,,89.0
35,"Chapman, Paul",9,2,11,20,,,,1.0,1.0,4.0,5.0,1.0,,,,9.0,11.0,,,1.0,3.0,2.0,86.0
11,"Corey, Joel",9,5,8,17,,,1.0,9.0,,1.0,2.0,2.0,,2.0,,2.0,15.0,,,3.0,,,86.0
44,"Enright, Corey",9,7,9,18,1,,,2.0,4.0,3.0,2.0,,,,,6.0,12.0,1.0,,4.0,1.0,1.0,89.0
2,"Harley, Tom",1,1,7,8,,,,2.0,,,,1.0,2.0,1.0,,7.0,2.0,,,7.0,,,97.0
20,"Johnson, Steve",15,4,10,25,3,2.0,1.0,1.0,2.0,6.0,3.0,4.0,2.0,1.0,2.0,7.0,17.0,,2.0,2.0,5.0,1.0,94.0
9,"Kelly, James",10,4,10,20,,,,5.0,3.0,5.0,4.0,2.0,2.0,1.0,,9.0,12.0,,,4.0,,,90.0
45,"Ling, Cameron",10,7,15,25,,1.0,,2.0,1.0,4.0,3.0,1.0,2.0,1.0,,8.0,17.0,1.0,,2.0,1.0,1.0,83.0
13,"Lonergan, Tom",3,3,3,6,2,,1.0,3.0,1.0,,,3.0,1.0,1.0,,4.0,2.0,1.0,2.0,2.0,,1.0,83.0
4,"Mackie, Andrew",13,5,2,15,,,,2.0,3.0,2.0,1.0,3.0,2.0,,,4.0,10.0,,,2.0,1.0,,98.0
39,"Milburn, Darren",12,8,9,21,,,,1.0,6.0,1.0,,,1.0,,,5.0,16.0,,,3.0,1.0,,96.0
21,"Mooney, Cameron",13,9,5,18,7,,,3.0,,2.0,1.0,2.0,3.0,1.0,1.0,10.0,9.0,3.0,5.0,3.0,,2.0,95.0
6,"Ottens, Brad",4,6,8,12,1,,18.0,2.0,,3.0,1.0,1.0,2.0,1.0,,3.0,10.0,,,,,,50.0
32,"Prismall, Brent",12,4,9,21,,,,1.0,1.0,7.0,2.0,1.0,1.0,1.0,,4.0,16.0,,,1.0,,1.0,71.0
33,"Rooke, Max",6,2,12,18,,,,2.0,1.0,3.0,4.0,3.0,2.0,2.0,,9.0,10.0,,1.0,2.0,1.0,2.0,77.0
30,"Scarlett, Matthew",1,,2,3,,,,,,,,1.0,,1.0,,,2.0,,,1.0,,,31.0
27,"Stokes, Mathew",9,3,5,14,,,,5.0,1.0,3.0,,1.0,2.0,,,4.0,11.0,,1.0,2.0,1.0,,85.0
5,"Varcoe, Travis",10,3,2,12,2,,,3.0,,3.0,2.0,4.0,2.0,2.0,,4.0,9.0,,1.0,1.0,,1.0,76.0
40,"Wojcinski, David",4,2,4,8,,,,1.0,3.0,,1.0,5.0,1.0,2.0,,3.0,5.0,,,3.0,1.0,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,8.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,87,166,366,19,13.0,44.0,61.0,28.0,69.0,42.0,44.0,31.0,19.0,6.0,130.0,237.0,7.0,15.0,46.0,18.0,16.0,
Opposition,Opposition,184,91,156,340,17,12.0,34.0,51.0,45.0,48.0,35.0,57.0,19.0,31.0,,116.0,226.0,10.0,14.0,70.0,24.0,10.0,
