Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
42,"Beasy, Callan",20y 144d,4 (0-0-4 0.00%),,←,
29,"Beaumont, Simon",26y 240d,127 (67-0-60 52.76%),78 (0.61),←,
21,"Bradley, Craig",38y 291d,375 (220-2-153 58.93%),247 (0.66),←,
16,"Camporeale, Scott",26y 364d,167 (96-0-71 57.49%),152 (0.91),←,
39,"Christou, Ang",30y 206d,148 (96-1-51 65.20%),20 (0.14),←,
15,"Cranage, Sam",23y 105d,15 (4-0-11 26.67%),1 (0.07),7 (1-0-6 14.29%),
48,"Doering, Jordan",22y 330d,15 (5-0-10 33.33%),8 (0.53),←,
20,"Eccles, Andrew",23y 70d,49 (23-0-26 46.94%),22 (0.45),8 (1-0-7 12.50%),
31,"Fletcher, Simon",23y 358d,70 (36-0-34 51.43%),29 (0.41),←,
45,"Franchina, Anthony",24y 303d,89 (45-0-44 50.56%),24 (0.27),←,
9,"Hickmott, Adrian",30y 133d,166 (100-0-66 60.24%),108 (0.65),116 (68-0-48 58.62%),84 (0.72)
37,"Hotton, Trent",28y 252d,75 (35-0-40 46.67%),47 (0.63),58 (31-0-27 53.45%),33 (0.57)
4,"Livingston, Luke",19y 279d,14 (1-0-13 7.14%),,←,
22,"Manton, Glenn",29y 70d,172 (99-0-73 57.56%),34 (0.20),151 (88-0-63 58.28%),30 (0.20)
5,"McKay, Andrew",32y 27d,222 (127-1-94 57.43%),28 (0.13),←,
2,"McKernan, Corey",28y 234d,201 (121-0-80 60.20%),263 (1.31),19 (2-0-17 10.53%),30 (1.58)
19,"Merrington, Andrew",23y 256d,16 (4-0-12 25.00%),11 (0.69),←,
6,"Pickering, Adam",21y 114d,7 (1-0-6 14.29%),1 (0.14),←,
40,"Plunkett, Jim",24y 15d,40 (15-0-25 37.50%),15 (0.38),30 (10-0-20 33.33%),14 (0.47)
28,"Prendergast, Ian",21y 342d,16 (6-0-10 37.50%),4 (0.25),←,
32,"Thornton, Bret",18y 268d,8 (1-0-7 12.50%),,←,
34,"Wiggins, Simon",19y 333d,21 (6-0-15 28.57%),8 (0.38),←,
Totals,Totals,25y 165d,2017 (1108-4-905 54.93%),1100 (0.55),,
C,"Brittain, Wayne",44y 58d,43 (17-0-26 39.53%),,←,
