Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bennell, Harley",15,7,8,23,,1.0,,6.0,2.0,5.0,1.0,,1.0,,,13.0,11.0,1.0,,,,1.0,97.0
23,"Dixon, Charlie",10,5,3,13,4,2.0,6.0,4.0,,,1.0,2.0,3.0,1.0,,7.0,6.0,1.0,4.0,2.0,,,90.0
33 ↓,"Hall, Aaron",1,,3,4,,,,2.0,1.0,,,1.0,,,,2.0,2.0,,,,,,53.0
14,"Hallahan, Mitch",15,7,9,24,,,,5.0,1.0,5.0,6.0,3.0,1.0,1.0,,10.0,14.0,,,,,,84.0
5,"Harbrow, Jarrod",9,3,9,18,,1.0,,2.0,1.0,4.0,2.0,3.0,,1.0,,6.0,12.0,,1.0,,,,81.0
28,"Kolodjashnij, Kade",15,13,8,23,,,,2.0,6.0,1.0,1.0,1.0,,,,3.0,19.0,1.0,,6.0,,,90.0
40,"Lemmens, Sean",8,4,7,15,,1.0,,,1.0,1.0,2.0,4.0,2.0,1.0,,3.0,12.0,,,,,1.0,85.0
21,"Leslie, Jack",4,3,5,9,,,,,2.0,1.0,,1.0,,,,1.0,8.0,,,7.0,,,99.0
37,"Lonergan, Jesse",16,8,4,20,,,1.0,4.0,1.0,3.0,1.0,2.0,,2.0,,5.0,13.0,1.0,,,,,87.0
19,"Lynch, Tom",14,5,7,21,,1.0,3.0,2.0,,5.0,2.0,1.0,3.0,,,7.0,13.0,,1.0,2.0,,1.0,87.0
32,"Matera, Brandon",6,2,5,11,1,,,,,3.0,,,,,,2.0,10.0,,,1.0,,,82.0
18,"McKenzie, Trent",8,5,7,15,,,,1.0,6.0,1.0,2.0,1.0,,,,7.0,7.0,1.0,,3.0,1.0,,76.0
44,"Miller, Touk",8,2,7,15,,2.0,,7.0,,2.0,3.0,2.0,,,,6.0,9.0,,,1.0,,1.0,87.0
22,"Nicholls, Tom",8,7,6,14,2,,26.0,2.0,,2.0,2.0,2.0,2.0,2.0,,5.0,8.0,2.0,1.0,1.0,,1.0,84.0
10,"Prestia, Dion",11,6,9,20,,,,3.0,2.0,1.0,3.0,2.0,,,,6.0,13.0,,,1.0,,,75.0
29,"Raines, Andrew",5,2,6,11,,,,3.0,1.0,1.0,1.0,,,,,6.0,5.0,,,,,,85.0
35,"Rischitelli, Michael",11,4,13,24,,,,4.0,1.0,5.0,5.0,3.0,,,,7.0,17.0,,,,,,79.0
8 ↑,"Russell, Luke",,,5,5,,,,,,,,,,,,1.0,4.0,,,1.0,,,29.0
42,"Saad, Adam",8,4,10,18,,,,4.0,4.0,,,,,,,4.0,13.0,1.0,,3.0,2.0,,86.0
20,"Schade, Henry",2,1,6,8,,,,3.0,2.0,1.0,,1.0,,1.0,,1.0,7.0,,,4.0,,,96.0
6,"Sexton, Alex",7,3,3,10,2,,,2.0,,2.0,,1.0,1.0,,,7.0,4.0,,2.0,2.0,,1.0,86.0
25,"Stanley, Danny",13,6,5,18,,,,1.0,2.0,1.0,,,,,,4.0,12.0,1.0,,2.0,,1.0,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,97,145,339,9,9.0,36.0,57.0,33.0,44.0,32.0,30.0,13.0,9.0,,113.0,219.0,9.0,9.0,36.0,3.0,7.0,
Opposition,Opposition,233,104,213,446,20,12.0,42.0,50.0,31.0,58.0,44.0,43.0,9.0,12.0,6.0,144.0,298.0,14.0,19.0,30.0,7.0,16.0,
