Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",9,5,5,14,1,,,1.0,,4.0,2.0,3.0,1.0,1.0,,4.0,10.0,,1.0,1.0,,1.0,67.0
15,"Anderson, Noah",19,9,13,32,1,1.0,,5.0,3.0,4.0,9.0,4.0,,1.0,3.0,14.0,18.0,,,,4.0,,86.0
2,"Atkins, Rory",18,11,7,25,,,,,3.0,4.0,,1.0,1.0,,,1.0,22.0,,,1.0,1.0,,75.0
10,"Ballard, Charlie",21,12,3,24,,,,2.0,4.0,1.0,,1.0,2.0,,,3.0,21.0,,,5.0,,,100.0
1,"Chol, Mabior",2,3,1,3,,1.0,7.0,1.0,,1.0,,3.0,,1.0,,,3.0,,1.0,,,,70.0
25,"Collins, Sam",14,10,,14,,,,2.0,3.0,,1.0,,1.0,,,6.0,8.0,2.0,,7.0,,,100.0
5,"Davies, Alex",6,2,4,10,,,,6.0,,3.0,,4.0,,,,4.0,6.0,,,,,1.0,60.0
4,"Ellis, Brandon",13,8,12,25,1,,,1.0,,6.0,1.0,1.0,,,,8.0,16.0,,,1.0,1.0,,87.0
8,"Fiorini, Brayden",14,9,6,20,1,,,6.0,2.0,4.0,1.0,1.0,1.0,,,2.0,18.0,,,,,,71.0
7,"Holman, Nick",8,4,7,15,2,1.0,,6.0,1.0,1.0,,2.0,2.0,1.0,,8.0,7.0,,2.0,1.0,,1.0,78.0
19 ↓,"Humphrey, Bailey",,,1,1,,,,1.0,,,,3.0,,2.0,,1.0,,,,,,,46.0
34,"King, Ben",8,5,2,10,4,,,1.0,,2.0,,1.0,3.0,,2.0,6.0,4.0,2.0,3.0,1.0,,,89.0
23,"Lemmens, Sean",10,5,3,13,,,,2.0,5.0,,2.0,3.0,,1.0,,4.0,10.0,,,2.0,,,72.0
22,"Long, Ben",6,5,6,12,,,,1.0,1.0,,1.0,4.0,,2.0,,2.0,8.0,,,5.0,,,74.0
13,"Lukosius, Jack",12,5,,12,,1.0,,,1.0,4.0,,8.0,1.0,2.0,,3.0,9.0,,,3.0,,1.0,86.0
44,"Macpherson, Darcy",18,9,13,31,,,,3.0,2.0,2.0,2.0,2.0,,,,7.0,22.0,,,,,,88.0
27,"Powell, Wil",23,13,5,28,,,,2.0,14.0,,,1.0,1.0,,,5.0,18.0,1.0,,3.0,,,90.0
41 ↑,"Rosas, Malcolm",5,3,1,6,,,,3.0,,1.0,,,1.0,,,2.0,4.0,1.0,,1.0,1.0,,30.0
18,"Rowell, Matt",14,4,12,26,,,,9.0,2.0,4.0,8.0,7.0,2.0,2.0,,14.0,13.0,,,1.0,,,82.0
6,"Sexton, Alex",4,2,4,8,,1.0,,,,2.0,,1.0,,,,2.0,6.0,,1.0,1.0,2.0,,79.0
24,"Swallow, David",13,5,4,17,,,,7.0,2.0,3.0,2.0,3.0,,2.0,,4.0,14.0,,1.0,,,,95.0
14,"Weller, Lachie",8,5,10,18,,,,2.0,2.0,4.0,3.0,,,,,8.0,12.0,1.0,,3.0,,1.0,86.0
28,"Witts, Jarrod",9,1,7,16,1,,35.0,3.0,1.0,3.0,8.0,5.0,2.0,1.0,,12.0,3.0,,,2.0,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,254,135,126,380,11,6.0,42.0,64.0,46.0,53.0,40.0,58.0,18.0,16.0,5.0,120.0,252.0,7.0,9.0,38.0,9.0,5.0,
Opposition,Opposition,200,96,139,339,6,12.0,29.0,46.0,41.0,53.0,43.0,57.0,16.0,18.0,1.0,130.0,210.0,9.0,11.0,49.0,12.0,4.0,
