Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
9,"Acres, Blake",26y 184d,104 (43-1-60 41.83%),33 (0.32),29 (14-0-15 48.28%),4 (0.14)
11,"Aish, James",26y 152d,123 (51-0-72 41.46%),24 (0.20),41 (18-0-23 43.90%),1 (0.02)
41,"Banfield, Bailey",24y 42d,42 (17-0-25 40.48%),15 (0.36),←,
8,"Brayshaw, Andrew",22y 152d,80 (33-0-47 41.25%),22 (0.28),←,
17,"Brodie, Will",23y 229d,29 (6-0-23 20.69%),3 (0.10),4 (3-0-1 75.00%),
27,"Chapman, Heath",20y 68d,10 (7-0-3 70.00%),1 (0.10),←,
6,"Clark, Jordan",21y 175d,36 (24-0-12 66.67%),16 (0.44),4 (3-0-1 75.00%),1 (0.25)
33,"Colyer, Travis",30y 228d,132 (63-1-68 48.11%),82 (0.62),45 (20-0-25 44.44%),28 (0.62)
36,"Cox, Brennan",23y 239d,62 (24-0-38 38.71%),27 (0.44),←,
4,"Darcy, Sean",23y 301d,64 (25-0-39 39.06%),25 (0.39),←,
28,"Erasmus, Neil",18y 128d,2 (2-0-0 100.00%),,←,
32,"Frederick, Michael",21y 327d,21 (12-0-9 57.14%),14 (0.67),←,
37,"Lobb, Rory",29y 59d,123 (65-2-56 53.66%),114 (0.93),49 (23-0-26 46.94%),50 (1.02)
2,"Logue, Griffin",23y 361d,47 (18-0-29 38.30%),1 (0.02),←,
16,"Mundy, David",36y 263d,356 (179-1-176 50.42%),156 (0.44),←,
30,"ODriscoll, Nathan",19y 327d,3 (2-0-1 66.67%),4 (1.33),←,
13,"Ryan, Luke",26y 62d,89 (38-0-51 42.70%),3 (0.03),←,
5,"Schultz, Lachie",24y 130d,48 (21-0-27 43.75%),44 (0.92),←,
39,"Switkowski, Sam",25y 140d,36 (16-0-20 44.44%),19 (0.53),←,
20,"Taberner, Matthew",28y 296d,105 (50-0-55 47.62%),145 (1.38),←,
31,"Walker, Brandon",19y 174d,12 (7-0-5 58.33%),,←,
10,"Walters, Michael",31y 92d,185 (90-1-94 48.92%),292 (1.58),←,
26,"Young, Hayden",20y 363d,17 (8-0-9 47.06%),,←,
Totals,Totals,24y 275d,1726 (801-6-919 46.41%),1040 (0.60),,
C,"Graham, Jaymie",39y 62d,3 (3-0-0 100.00%),,2 (2-0-0 100.00%),
