Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",19y 291d,38 (8-0-30 21.05%),18 (0.47),←,
22,"Bain, David",25y 72d,56 (13-0-43 23.21%),36 (0.64),←,
51,"Bell, Corey",18y 170d,5 (2-0-3 40.00%),2 (0.40),←,
8,"Cameron, David",27y 100d,51 (24-0-27 47.06%),90 (1.76),10 (2-0-8 20.00%),19 (1.90)
25,"Campbell, Matthew",27y 164d,54 (13-0-41 24.07%),19 (0.35),←,
1,"Champion, Richard",23y 90d,11 (1-0-10 9.09%),2 (0.18),←,
12,"Clarke, Troy",22y 35d,5 (0-0-5 0.00%),3 (0.60),←,
2,"Curran, Peter",28y 363d,120 (83-0-37 69.17%),204 (1.70),11 (2-0-9 18.18%),8 (0.73)
4,"Gastev, John",26y 336d,83 (30-0-53 36.14%),59 (0.71),53 (13-0-40 24.53%),28 (0.53)
5,"Hardie, Brad",28y 276d,143 (52-0-91 36.36%),212 (1.48),96 (24-0-72 25.00%),184 (1.92)
9,"Ishchenko, Alex",27y 84d,69 (25-0-44 36.23%),24 (0.35),39 (9-0-30 23.08%),14 (0.36)
17,"Leslie, Martin",28y 238d,46 (11-0-35 23.91%),4 (0.09),←,
19,"McLean, Michael",26y 132d,110 (49-2-59 45.45%),29 (0.26),15 (2-0-13 13.33%),6 (0.40)
24,"Merrett, Roger",31y 85d,220 (115-2-103 52.73%),239 (1.09),71 (18-0-53 25.35%),91 (1.28)
26,"Noonan, Danny",22y 226d,10 (1-0-9 10.00%),3 (0.30),←,
28,"OBrien, Cameron",24y 288d,42 (13-0-29 30.95%),62 (1.48),41 (13-0-28 31.71%),62 (1.51)
34,"Ogg, David",23y 232d,5 (0-0-5 0.00%),,←,
13,"Potter, Craig",25y 175d,45 (23-0-22 51.11%),17 (0.38),3 (1-0-2 33.33%),1 (0.33)
23,"Schache, Laurence",23y 269d,10 (2-0-8 20.00%),31 (3.10),←,
20,"Sim, Lachlan",21y 231d,17 (5-0-12 29.41%),5 (0.29),←,
Totals,Totals,25y 65d,1140 (470-4-666 41.23%),1059 (0.93),,
C,"Walls, Robert",40y 357d,214 (117-1-96 54.91%),,15 (2-0-13 13.33%),
