Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",9,,12.0,21,1.0,,1.0,1.0,,,,,,3.0,,,,,,,,,
32,"Baldwin, Jason",16,6.0,9.0,25,,1.0,,,,,,,,1.0,,,,,,,,,
5,"Barker, John",14,6.0,,14,,,,1.0,,,,,2.0,1.0,,,,,,,,,
41,"Bird, Peter",3,,4.0,7,,,,2.0,,,,,,3.0,,,,,,,,,
14,"Bizzotto, Frank",8,3.0,12.0,20,2.0,1.0,,,,,,,2.0,1.0,,,,,,,,,
1,"Boyd, Brad",17,7.0,21.0,38,,,,1.0,,,,,1.0,,,,,,,,,,
40,"Bruce, Jeff",5,1.0,1.0,6,,,,1.0,,,,,1.0,,,,,,,,,,
35,"Cook, Brett",5,6.0,10.0,15,1.0,,16.0,4.0,,,,,,1.0,,,,,,,,,
31,"Dent, Matthew",7,1.0,5.0,12,,1.0,,1.0,,,,,1.0,,,,,,,,,,
17,"Hawking, Simon",8,3.0,1.0,9,,,,,,,,,3.0,,,,,,,,,,
3,"Hawkins, Doug",4,1.0,4.0,8,1.0,,,1.0,,,,,1.0,2.0,,,,,,,,,
10,"Hogg, Jeff",12,6.0,6.0,18,1.0,,,5.0,,,,,1.0,,,,,,,,,,
19,"Holmes, Darren",7,5.0,4.0,11,,,1.0,2.0,,,,,1.0,,,,,,,,,,
2,"Johnson, Chris",6,2.0,7.0,13,1.0,,,4.0,,,,,1.0,1.0,,,,,,,,,
36,"Lamb, Wayne",6,1.0,3.0,9,,,,1.0,,,,,,,,,,,,,,,
25,"McCarthy, John",11,5.0,,11,4.0,3.0,,,,,,,1.0,1.0,,,,,,,,,
7,"Molloy, Jarrod",3,1.0,5.0,8,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
4,"Paxman, Stephen",5,1.0,4.0,9,,,,3.0,,,,,,2.0,,,,,,,,,
37,"Rombotis, John",2,1.0,,2,,,,,,,,,,1.0,,,,,,,,,
22,"Stretch, Steven",4,3.0,8.0,12,,,,1.0,,,,,,1.0,,,,,,,,,
16,"Zanotti, Mark",11,4.0,3.0,14,,,,,,,,,,1.0,,,,,,,,,
Totals,Totals,163,63.0,119.0,282,12.0,7.0,19.0,30.0,,,,,15.0,19.0,,,,,,,,,
Opposition,Opposition,194,84.0,102.0,296,23.0,8.0,27.0,18.0,,,,,19.0,15.0,6.0,,,,,,,,
