West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Banfield, Drew",8,3,7,15,,1.0,,1.0,,,4.0,,,,,8.0,6.0,,2.0,2.0,1.0,,
10,"Braun, Michael",8,1,6,14,,,,5.0,1.0,4.0,4.0,1.0,2.0,,,7.0,9.0,,,1.0,,,
46,"Carroll, Trent",7,4,5,12,2,,1.0,2.0,1.0,2.0,1.0,7.0,1.0,3.0,,6.0,7.0,1.0,,2.0,,,
15,"Chambers, Callum",5,,3,8,,,,,,2.0,,3.0,1.0,1.0,,3.0,4.0,,,2.0,,,
22,"Collica, Michael",4,3,1,5,,,,3.0,3.0,,,,,,,,4.0,,,7.0,,,
9,"Cousins, Ben",14,5,12,26,,,,2.0,,4.0,8.0,1.0,1.0,,,9.0,15.0,,,3.0,,,
32,"Embley, Andrew",4,,1,5,,,,,1.0,1.0,,2.0,,,,,5.0,,,,,,
1,"Gardiner, Michael",10,6,3,13,1,,30.0,,,2.0,3.0,4.0,1.0,3.0,,4.0,5.0,2.0,,4.0,,,
23,"Glass, Darren",6,3,5,11,,,,,2.0,,2.0,2.0,1.0,,,9.0,4.0,1.0,,3.0,,,
35,"Green, Kasey",10,4,3,13,,,,2.0,4.0,1.0,1.0,2.0,2.0,2.0,,6.0,7.0,,,4.0,,,
39,"Hunter, Adam",7,2,4,11,,,,4.0,3.0,,3.0,2.0,1.0,1.0,,4.0,4.0,1.0,,1.0,,,
27,"Jakovich, Glen",10,2,3,13,,,1.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,,7.0,6.0,,,2.0,,,
3,"Judd, Chris",13,3,2,15,3,1.0,,4.0,2.0,2.0,2.0,2.0,3.0,,,10.0,5.0,1.0,1.0,,1.0,,
4,"Kerr, Daniel",8,2,7,15,1,,,3.0,2.0,,2.0,2.0,2.0,,,10.0,5.0,,1.0,1.0,,,
45,"Lynch, Quinten",3,,1,4,,,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,,4.0,,,,1.0,,,
30,"Matera, Peter",9,,3,12,,,3.0,6.0,,2.0,3.0,1.0,2.0,,,6.0,7.0,,,,1.0,,
33,"Matera, Phillip",4,2,1,5,1,,,2.0,,,,2.0,,2.0,,1.0,4.0,,,1.0,,,
11,"McIntosh, Ashley",6,2,5,11,,,,1.0,4.0,,,,,,,7.0,2.0,,,8.0,,,
28,"Sampi, Ashley",7,3,6,13,,1.0,,,,2.0,1.0,5.0,,1.0,,6.0,7.0,,2.0,4.0,1.0,,
37,"Williams, Andrew",8,1,,8,1,,,2.0,,5.0,1.0,1.0,1.0,,,3.0,4.0,,,1.0,,,
44,"Wirrpanda, David",7,1,3,10,,1.0,,3.0,1.0,2.0,2.0,1.0,,,,3.0,6.0,,,,,,
13,"Wooden, Josh",7,1,4,11,1,,,1.0,,3.0,1.0,1.0,,1.0,,4.0,6.0,,,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,165,48,85,250,10,5.0,36.0,43.0,30.0,35.0,42.0,43.0,20.0,17.0,,117.0,122.0,6.0,6.0,49.0,4.0,,
Opposition,Opposition,205,66,87,292,14,19.0,57.0,45.0,21.0,55.0,57.0,31.0,17.0,20.0,6.0,143.0,142.0,9.0,15.0,25.0,4.0,,
