Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Bond, Chris",7,1,1,8,,1.0,,1.0,,,,,,2.0,,,,,,,,,
11,"Bowden, Joel",11,4,2,13,2,1.0,,1.0,,,,,3.0,1.0,,,,,,,,,
17,"Broderick, Paul",7,1,4,11,,1.0,,,,,,,2.0,,,,,,,,,,
21,"Bulluss, Paul",3,6,5,8,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
9,"Campbell, Wayne",12,2,4,16,,,1.0,2.0,,,,,2.0,1.0,,,,,,,,,
15,"Charles, Justin",6,4,6,12,,,16.0,2.0,,,,,,2.0,,,,,,,,,
10,"Daffy, Nick",19,5,3,22,1,,1.0,2.0,,,,,,1.0,,,,,,,,,
27,"Funcke, Ross",4,3,4,8,,,,1.0,,,,,1.0,,,,,,,,,,
1,"Gale, Michael",7,3,6,13,,,,,,,,,,1.0,,,,,,,,,
2,"Gaspar, Darren",5,2,8,13,,,,,,,,,,2.0,3.0,,,,,,,,
20,"Harrison, Ben",10,2,6,16,1,,,2.0,,,,,,,,,,,,,,,
16,"Holland, Ben",2,1,,2,1,,6.0,1.0,,,,,,,,,,,,,,,
3,"Kellaway, Duncan",7,1,5,12,,,,1.0,,,,,,1.0,,,,,,,,,
33,"Knights, Matthew",9,6,10,19,1,1.0,,3.0,,,,,,2.0,,,,,,,,,
8,"Merenda, Mark",10,4,5,15,2,3.0,,1.0,,,,,2.0,2.0,,,,,,,,,
28,"Moore, Ben",7,2,4,11,,,,1.0,,,,,1.0,1.0,,,,,,,,,
13,"Powell, Robert",17,3,8,25,2,2.0,,,,,,,2.0,5.0,1.0,,,,,,,,
7,"Prescott, Ashley",5,,3,8,,,2.0,2.0,,,,,,,,,,,,,,,
12,"Richardson, Matthew",8,5,3,11,1,2.0,,,,,,,1.0,1.0,,,,,,,,,
4,"Rogers, Matthew",14,4,6,20,3,1.0,,1.0,,,,,,1.0,,,,,,,,,
29,"Torney, Jason",10,3,4,14,,,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,62,97,277,14,13.0,27.0,22.0,,,,,15.0,25.0,4.0,,,,,,,,
Opposition,Opposition,184,64,97,281,14,12.0,7.0,20.0,,,,,25.0,15.0,2.0,,,,,,,,
