Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",22y 274d,50 (12-0-38 24.00%),25 (0.50),5 (4-0-1 80.00%),1 (0.20)
31,"Andrews, Harris",23y 211d,103 (31-0-72 30.10%),9 (0.09),←,
33,"Bailey, Zac",20y 290d,33 (17-0-16 51.52%),14 (0.42),←,
7,"Berry, Jarrod",22y 155d,63 (26-0-37 41.27%),30 (0.48),←,
13,"Berry, Tom",19y 69d,4 (3-0-1 75.00%),,←,
14,"Birchall, Grant",32y 163d,253 (171-1-81 67.79%),34 (0.13),5 (4-0-1 80.00%),
23,"Cameron, Charlie",26y 4d,114 (68-1-45 60.09%),172 (1.51),41 (21-0-20 51.22%),85 (2.07)
27,"Gardiner, Darcy",24y 291d,112 (40-0-72 35.71%),5 (0.04),←,
30,"Hipwood, Eric",22y 300d,81 (31-0-50 38.27%),120 (1.48),←,
35,"Lester, Ryan",27y 318d,131 (45-0-86 34.35%),45 (0.34),←,
17,"Lyons, Jarryd",27y 353d,122 (64-0-58 52.46%),63 (0.52),30 (20-0-10 66.67%),14 (0.47)
12,"Martin, Stefan",33y 235d,186 (55-1-130 29.84%),45 (0.24),129 (41-0-88 31.78%),22 (0.17)
11,"McCarthy, Lincoln",26y 261d,59 (43-0-16 72.88%),49 (0.83),30 (20-0-10 66.67%),24 (0.80)
6,"McCluggage, Hugh",22y 128d,69 (28-0-41 40.58%),44 (0.64),←,
46,"McInerney, Oscar",25y 365d,43 (22-0-21 51.16%),27 (0.63),←,
25,"McStay, Daniel",25y 15d,109 (38-0-71 34.86%),80 (0.73),←,
9,"Neale, Lachie",27y 46d,165 (85-0-80 51.52%),86 (0.52),30 (20-0-10 66.67%),19 (0.63)
16,"Rayner, Cam",20y 262d,52 (25-0-27 48.08%),45 (0.87),←,
10,"Rich, Daniel",30y 32d,213 (77-1-135 36.38%),107 (0.50),←,
5,"Robinson, Mitch",31y 32d,197 (84-1-112 42.89%),109 (0.55),97 (33-0-64 34.02%),51 (0.53)
37,"Starcevich, Brandon",20y 351d,11 (6-0-5 54.55%),2 (0.18),←,
15,"Zorko, Dayne",31y 151d,172 (60-0-112 34.88%),186 (1.08),←,
Totals,Totals,25y 262d,2342 (1031-5-1306 44.02%),1297 (0.55),,
C,"Fagan, Chris",59y 16d,74 (30-0-44 40.54%),,←,
