Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",4,4,11,15,,,,1.0,2.0,2.0,1.0,2.0,,,,1.0,14.0,,,5.0,1.0,1.0,87.0
20,"Black, Simon",11,4,13,24,,,,6.0,2.0,,4.0,3.0,1.0,,,9.0,16.0,,,,,,84.0
36,"Bradshaw, Daniel",8,7,2,10,4,,,1.0,,2.0,,,,,,3.0,7.0,2.0,4.0,1.0,,1.0,94.0
17,"Brennan, Jared",10,5,11,21,1,1.0,4.0,3.0,1.0,3.0,2.0,5.0,,3.0,,8.0,13.0,2.0,1.0,1.0,4.0,,65.0
16,"Brown, Jonathan",16,13,8,24,5,,1.0,,,2.0,1.0,4.0,2.0,,3.0,11.0,13.0,5.0,6.0,1.0,,1.0,91.0
1,"Clark, Mitch",8,5,7,15,,1.0,26.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,,7.0,9.0,1.0,1.0,,,,65.0
39,"Drummond, Josh",13,8,6,19,,,,4.0,4.0,3.0,,1.0,1.0,,,4.0,15.0,3.0,,6.0,1.0,1.0,88.0
5,"Harding, Scott",3,4,7,10,1,1.0,,2.0,1.0,1.0,,1.0,,1.0,,4.0,6.0,1.0,1.0,1.0,1.0,1.0,68.0
4,"Johnstone, Travis",18,6,10,28,,1.0,,2.0,,8.0,6.0,5.0,1.0,2.0,1.0,13.0,15.0,,,2.0,1.0,2.0,80.0
26,"Macdonald, Joel",6,4,9,15,,,,3.0,4.0,,1.0,2.0,,,,5.0,9.0,1.0,,7.0,2.0,1.0,88.0
9,"McGrath, Ashley",5,4,8,13,,,,2.0,1.0,1.0,1.0,3.0,,1.0,,5.0,9.0,1.0,,3.0,1.0,2.0,74.0
21,"Merrett, Daniel",5,4,10,15,,,,1.0,3.0,,,2.0,,1.0,,6.0,9.0,2.0,,10.0,,,92.0
24,"Patfull, Joel",8,6,9,17,,,,3.0,3.0,2.0,1.0,1.0,,,,3.0,13.0,1.0,,8.0,5.0,,93.0
31,"Polkinghorne, James",3,5,5,8,,,,3.0,,1.0,,1.0,,,,2.0,6.0,,,,,,80.0
6,"Power, Luke",13,5,11,24,3,1.0,,5.0,2.0,5.0,,,,,2.0,2.0,22.0,,,,7.0,1.0,92.0
2,"Proud, Albert",8,2,8,16,,1.0,,2.0,1.0,3.0,2.0,,,,,4.0,12.0,,,2.0,,,71.0
10,"Rich, Daniel",7,3,8,15,,,,8.0,,5.0,3.0,2.0,1.0,1.0,,7.0,7.0,,,,,2.0,72.0
35,"Rischitelli, Michael",8,4,7,15,1,,,6.0,2.0,1.0,1.0,1.0,,,,5.0,9.0,,1.0,2.0,,1.0,78.0
28,"Selwood, Troy",12,10,12,24,1,,,2.0,1.0,1.0,1.0,1.0,1.0,,,9.0,15.0,3.0,2.0,1.0,,1.0,84.0
3,"Sheldon, Sam",5,1,5,10,,,,2.0,2.0,,1.0,2.0,1.0,1.0,,5.0,5.0,,,1.0,,,78.0
11,"Sherman, Justin",11,,10,21,1,1.0,,4.0,4.0,4.0,,,,,,2.0,20.0,,,2.0,,,88.0
32,"Stiller, Cheynee",10,7,8,18,,1.0,,8.0,1.0,1.0,5.0,,1.0,,,9.0,9.0,1.0,1.0,1.0,1.0,1.0,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,111,185,377,17,9.0,31.0,70.0,36.0,47.0,34.0,37.0,11.0,11.0,6.0,124.0,253.0,23.0,17.0,54.0,24.0,16.0,
Opposition,Opposition,168,85,190,358,9,14.0,31.0,62.0,28.0,52.0,29.0,39.0,12.0,11.0,,106.0,247.0,8.0,14.0,41.0,14.0,6.0,
