Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",23y 309d,83 (37-0-46 44.58%),34 (0.41),38 (29-0-9 76.32%),10 (0.26)
31,"Andrews, Harris",24y 246d,134 (53-0-81 39.55%),10 (0.07),←,
33,"Bailey, Zac",21y 325d,67 (42-0-25 62.69%),52 (0.78),←,
7,"Berry, Jarrod",23y 190d,82 (40-0-42 48.78%),35 (0.43),←,
14,"Birchall, Grant",33y 198d,284 (194-1-89 68.49%),36 (0.13),36 (27-0-9 75.00%),2 (0.06)
23,"Cameron, Charlie",27y 40d,148 (93-1-54 63.18%),236 (1.59),75 (46-0-29 61.33%),149 (1.99)
12,"Cockatoo, Nakia",24y 295d,38 (23-1-14 61.84%),30 (0.79),4 (3-0-1 75.00%),5 (1.25)
18,"Coleman, Keidean",21y 136d,20 (14-0-6 70.00%),8 (0.40),←,
3,"Daniher, Joe",27y 163d,129 (54-1-74 42.25%),232 (1.80),21 (14-0-7 66.67%),41 (1.95)
21,"Fullarton, Tom",22y 172d,11 (6-0-5 54.55%),3 (0.27),←,
27,"Gardiner, Darcy",25y 326d,130 (56-0-74 43.08%),5 (0.04),←,
35,"Lester, Ryan",28y 353d,156 (63-0-93 40.38%),45 (0.29),←,
17,"Lyons, Jarryd",29y 23d,156 (89-0-67 57.05%),76 (0.49),64 (45-0-19 70.31%),27 (0.42)
36,"Mathieson, Rhys",24y 216d,60 (27-0-33 45.00%),26 (0.43),←,
11,"McCarthy, Lincoln",27y 296d,91 (66-0-25 72.53%),92 (1.01),62 (43-0-19 69.35%),67 (1.08)
6,"McCluggage, Hugh",23y 164d,103 (53-0-50 51.46%),61 (0.59),←,
46,"McInerney, Oscar",27y 35d,76 (46-0-30 60.53%),36 (0.47),←,
25,"McStay, Daniel",26y 51d,137 (61-0-76 44.53%),111 (0.81),←,
9,"Neale, Lachie",28y 82d,192 (103-0-89 53.65%),100 (0.52),57 (38-0-19 66.67%),33 (0.58)
20,"Prior, Jaxon",20y 71d,16 (13-0-3 81.25%),6 (0.38),←,
10,"Rich, Daniel",31y 68d,243 (99-1-143 40.95%),112 (0.46),←,
37,"Starcevich, Brandon",22y 21d,44 (30-0-14 68.18%),2 (0.05),←,
15,"Zorko, Dayne",32y 186d,205 (84-0-121 40.98%),209 (1.02),←,
Totals,Totals,25y 363d,2605 (1346-5-1254 51.67%),1557 (0.60),,
C,"Fagan, Chris",60y 52d,108 (55-0-53 50.93%),,←,
