Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",27y 290d,194 (84-0-110 43.30%),148 (0.76),←,
16,"Bowden, Patrick",24y 246d,52 (8-1-43 16.35%),59 (1.13),2 (0-0-2 0.00%),4 (2.00)
7,"Brown, Nathan",28y 56d,169 (75-3-91 45.27%),266 (1.57),32 (11-0-21 34.38%),60 (1.88)
24,"Coughlan, Mark",23y 352d,73 (25-0-48 34.25%),34 (0.47),←,
3,"Deledio, Brett",18y 354d,24 (10-0-14 41.67%),16 (0.67),←,
41,"Foley, Nathan",20y 211d,8 (1-0-7 12.50%),1 (0.13),←,
2,"Gaspar, Darren",29y 322d,217 (95-0-122 43.78%),23 (0.11),196 (88-0-108 44.90%),22 (0.11)
33,"Hartigan, Brent",21y,28 (8-0-20 28.57%),2 (0.07),←,
31,"Hyde, Chris",23y 241d,49 (10-0-39 20.41%),8 (0.16),←,
23,"Jackson, Daniel",19y 347d,17 (4-0-13 23.53%),2 (0.12),←,
17,"Johnson, Kane",28y 23d,163 (73-0-90 44.79%),63 (0.39),59 (18-0-41 30.51%),19 (0.32)
39,"Kellaway, Andrew",30y 135d,159 (70-0-89 44.03%),26 (0.16),←,
27,"Krakouer, Andrew",23y 62d,78 (23-0-55 29.49%),77 (0.99),←,
1,"Newman, Chris",23y 324d,78 (24-0-54 30.77%),9 (0.12),←,
15,"Pettifer, Kayne",24y 75d,61 (24-0-37 39.34%),58 (0.95),←,
4,"Raines, Andrew",20y 30d,9 (3-0-6 33.33%),,←,
12,"Richardson, Matthew",31y 19d,218 (94-0-124 43.12%),646 (2.96),←,
25,"Schulz, Jay",20y 354d,27 (8-0-19 29.63%),15 (0.56),←,
5,"Simmonds, Troy",27y 268d,128 (62-0-66 48.44%),89 (0.70),24 (10-0-14 41.67%),23 (0.96)
36,"Thursfield, Will",19y 353d,7 (2-0-5 28.57%),,←,
32,"Tivendale, Greg",26y 353d,146 (58-0-88 39.73%),98 (0.67),←,
21,"Tuck, Shane",24y 104d,27 (10-0-17 37.04%),11 (0.41),←,
Totals,Totals,24y 189d,1932 (771-4-1157 39.91%),1651 (0.85),,
C,"Wallace, Terry",47y 115d,172 (89-2-81 52.33%),,24 (10-0-14 41.67%),
