Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
9,"AhMat, Robert",22y 257d,45 (26-0-19 57.78%),36 (0.80),20 (14-0-6 70.00%),14 (0.70)
15,"Allison, Brett",31y 311d,223 (127-1-95 57.17%),283 (1.27),4 (3-0-1 75.00%),7 (1.75)
21,"Barry, Leo",22y 318d,53 (32-0-21 60.38%),39 (0.74),←,
8,"Cresswell, Daryn",28y 315d,167 (70-1-96 42.22%),134 (0.80),←,
28,"Crouch, Jared",22y 27d,45 (24-0-21 53.33%),7 (0.16),←,
6,"Dunkley, Andrew",31y 277d,166 (70-2-94 42.77%),10 (0.06),←,
18,"Fitzgerald, Ryan",23y 168d,4 (3-0-1 75.00%),11 (2.75),←,
12,"Fosdike, Nic",20y 35d,14 (7-0-7 50.00%),8 (0.57),←,
37,"Goodes, Adam",20y 84d,24 (12-0-12 50.00%),24 (1.00),←,
34,"Luff, Troy",30y 131d,124 (58-2-64 47.58%),74 (0.60),←,
36,"Mathews, Ben",21y 124d,25 (14-0-11 56.00%),6 (0.24),←,
11,"Maxfield, Stuart",27y 358d,185 (94-2-89 51.35%),112 (0.61),96 (59-1-36 61.98%),47 (0.49)
23,"Nicks, Matthew",24y 324d,77 (45-0-32 58.44%),28 (0.36),←,
5,"OBrien, Craig",30y 29d,114 (60-2-52 53.51%),191 (1.68),41 (25-1-15 62.20%),59 (1.44)
19,"OLoughlin, Michael",23y 41d,105 (61-1-43 58.57%),133 (1.27),←,
22,"Saddington, Jason",20y 161d,49 (27-0-22 55.10%),21 (0.43),←,
25,"Schauble, Andrew",23y 136d,83 (30-0-53 36.14%),11 (0.13),4 (3-0-1 75.00%),
2,"Schwass, Wayne",31y 126d,233 (129-0-104 55.36%),132 (0.57),49 (28-0-21 57.14%),35 (0.71)
7,"Seymour, Brad",23y 334d,97 (51-1-45 53.09%),8 (0.08),←,
1,"Stafford, Greg",25y 218d,94 (44-1-49 47.34%),30 (0.32),←,
20,"Stevens, John",28y 291d,59 (34-0-25 57.63%),31 (0.53),←,
33,"Warfe, Rowan",23y 283d,77 (31-0-46 40.26%),4 (0.05),51 (30-0-21 58.82%),3 (0.06)
Totals,Totals,25y 148d,2063 (1049-13-1001 50.85%),1333 (0.65),,
C,"Eade, Rodney",41y 363d,99 (59-1-39 60.10%),,←,
