Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
22,"Breust, Luke",30y 171d,227 (153-1-73 67.62%),420 (1.85),←,
24,"Cousins, James",23y 43d,28 (11-0-17 39.29%),10 (0.36),←,
8,"Frost, Sam",27y 246d,114 (43-0-71 37.72%),8 (0.07),23 (7-0-16 30.43%),
30,"Greaves, Damon",21y 6d,4 (1-0-3 25.00%),,←,
19,"Gunston, Jack",29y 197d,209 (131-1-77 62.92%),398 (1.90),195 (126-1-68 64.87%),378 (1.94)
13,"Hanrahan, Oliver",22y 247d,21 (11-0-10 52.38%),14 (0.67),←,
15,"Hardwick, Blake",24y 85d,89 (43-1-45 48.88%),6 (0.07),←,
28,"Hartigan, Kyle",29y 175d,120 (67-0-53 55.83%),1 (0.01),7 (2-0-5 28.57%),
4,"Impey, Jarman",25y 296d,128 (66-0-62 51.56%),54 (0.42),53 (26-0-27 49.06%),20 (0.38)
39,"Jeka, Emerson",19y 225d,1 (0-0-1 0.00%),,←,
29,"Jiath, Changkuoth",21y 322d,14 (4-0-10 28.57%),,←,
34,"Koschitzke, Jacob",20y 294d,6 (2-0-4 33.33%),9 (1.50),←,
2,"Lewis, Mitch",22y 199d,26 (9-0-17 34.62%),31 (1.19),←,
32,"Maginness, Finn",20y 67d,3 (1-0-2 33.33%),,←,
7,"McEvoy, Ben",31y 294d,229 (126-3-100 55.68%),92 (0.40),138 (75-1-62 54.71%),65 (0.47)
3,"Mitchell, Tom",27y 335d,135 (74-1-60 55.19%),64 (0.47),70 (32-1-37 46.43%),26 (0.37)
36,"Moore, Dylan",21y 270d,17 (5-0-12 29.41%),13 (0.76),←,
1,"Morrison, Harry",22y 170d,49 (22-0-27 44.90%),9 (0.18),←,
23,"OBrien, Tim",27y 34d,85 (46-1-38 54.71%),68 (0.80),←,
21,"Phillips, Tom",24y 359d,96 (53-2-41 56.25%),47 (0.49),7 (2-0-5 28.57%),3 (0.43)
14,"Scrimshaw, Jack",22y 239d,33 (11-0-22 33.33%),1 (0.03),29 (11-0-18 37.93%),1 (0.03)
26,"Shiels, Liam",30y 2d,228 (147-1-80 64.69%),82 (0.36),←,
5,"Worpel, James",22y 97d,55 (25-0-30 45.45%),16 (0.29),←,
Totals,Totals,24y 285d,1917 (1051-11-855 54.83%),1343 (0.70),,
C,"Clarkson, Alastair",53y 4d,375 (223-2-150 59.73%),,←,
