Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Ablett, Gary",25,12,,25,14,7.0,,,,,,,6.0,2.0,3.0,,,,,,,,
3,"Bairstow, Mark",11,4,8,19,,,,2.0,,,,,,,,,,,,,,,
6,"Barnes, John",14,7,3,17,,,11.0,1.0,,,,,3.0,2.0,,,,,,,,,
27,"Bews, Andrew",10,5,7,17,,,,1.0,,,,,,2.0,,,,,,,,,
7,"Couch, Paul",11,3,11,22,,,1.0,3.0,,,,,3.0,2.0,,,,,,,,,
28,"Darcy, Tim",6,5,9,15,1,,,,,,,,1.0,1.0,,,,,,,,,
42,"Hickmott, Adrian",5,5,4,9,1,1.0,,2.0,,,,,,,,,,,,,,,
29,"Hinkley, Ken",7,1,4,11,,,,1.0,,,,,,1.0,,,,,,,,,
32,"Hocking, Garry",16,6,12,28,1,2.0,,,,,,,1.0,6.0,,,,,,,,,
1,"Hocking, Steve",7,3,8,15,,,,2.0,,,,,1.0,2.0,,,,,,,,,
10,"Hooper, Stephen",,2,3,3,,,3.0,2.0,,,,,,,,,,,,,,,
12,"Malakellis, Spiro",6,2,4,10,,1.0,,2.0,,,,,,,,,,,,,,,
17,"McGrath, Tim",19,6,8,27,,,,,,,,,1.0,2.0,,,,,,,,,
22,"Neeld, Mark",7,4,2,9,,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
20,"OReilly, Stephen",13,2,,13,,,,,,,,,1.0,2.0,,,,,,,,,
23,"Pickering, Liam",11,2,11,22,1,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
15,"Riccardi, Peter",8,3,7,15,,,,1.0,,,,,,2.0,,,,,,,,,
8,"Scott, Robert",15,2,7,22,1,,,2.0,,,,,,2.0,,,,,,,,,
25,"Steele, Darren",8,4,6,14,,1.0,,,,,,,,,,,,,,,,,
11,"Tudor, Leigh",4,1,5,9,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,79,119,322,19,18.0,15.0,24.0,,,,,21.0,28.0,3.0,,,,,,,,
Opposition,Opposition,220,77,91,311,23,18.0,19.0,27.0,,,,,28.0,21.0,3.0,,,,,,,,
