Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",13,,4,17,,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
32,"Baldwin, Jason",18,2,1,19,,,,7.0,,,,,4.0,2.0,,,,,,,,,
34,"Boyd, Brad",15,5,7,22,,,,1.0,,,,,2.0,4.0,,,,,,,,,
17,"Broderick, Paul",13,4,15,28,1,1.0,1.0,3.0,,,,,5.0,1.0,,,,,,,,,
18,"Dunstan, Michael",2,1,5,7,,,,,,,,,1.0,1.0,,,,,,,,,
28,"Elliott, Jamie",15,4,5,20,1,,,2.0,,,,,3.0,3.0,2.0,,,,,,,,
6,"Guard, Jeremy",10,3,4,14,,,,5.0,,,,,,,,,,,,,,,
19,"Harding, Dean",5,,,5,1,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
36,"Hawking, Simon",5,1,1,6,,,,1.0,,,,,2.0,,,,,,,,,,
26,"Johnston, David",11,3,2,13,,,,1.0,,,,,5.0,,,,,,,,,,
11,"Lynch, Alastair",13,4,1,14,7,3.0,,1.0,,,,,4.0,6.0,3.0,,,,,,,,
29,"Lyon, Ross",9,6,6,15,3,1.0,,4.0,,,,,2.0,5.0,,,,,,,,,
30,"Manson, James",6,5,2,8,2,,6.0,,,,,,,1.0,,,,,,,,,
25,"McCarthy, John",9,4,6,15,,,,,,,,,1.0,3.0,,,,,,,,,
49,"McGregor, Anthony",17,4,3,20,1,,,2.0,,,,,3.0,4.0,,,,,,,,,
4,"Paxman, Stephen",3,3,3,6,,,3.0,1.0,,,,,1.0,1.0,,,,,,,,,
9,"Sartori, Peter",7,3,6,13,1,,9.0,,,,,,3.0,3.0,,,,,,,,,
3,"Seecamp, Marcus",8,2,4,12,1,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
8,"Wynd, Jim",17,5,3,20,,,,,,,,,4.0,2.0,,,,,,,,,
16,"Zanotti, Mark",12,1,3,15,,,,2.0,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,60,81,289,18,11.0,19.0,34.0,,,,,46.0,44.0,5.0,,,,,,,,
Opposition,Opposition,210,40,78,288,17,16.0,23.0,27.0,,,,,44.0,46.0,1.0,,,,,,,,
