Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",21y 166d,68 (13-0-55 19.12%),8 (0.12),←,
33,"Bailey, Zac",18y 245d,7 (1-0-6 14.29%),2 (0.29),←,
9,"Beams, Dayne",28y 103d,156 (83-2-71 53.85%),155 (0.99),46 (7-0-39 15.22%),37 (0.80)
13,"Berry, Jarrod",20y 110d,26 (4-0-22 15.38%),12 (0.46),←,
23,"Cameron, Charlie",23y 325d,83 (48-1-34 58.43%),104 (1.25),10 (1-0-9 10.00%),17 (1.70)
3,"Christensen, Allen",27y 7d,108 (55-0-53 50.93%),89 (0.82),43 (6-0-37 13.95%),33 (0.77)
26,"Cutler, Tom",23y 95d,53 (12-0-41 22.64%),25 (0.47),←,
41,"Eagles, Matt",28y 106d,4 (1-0-3 25.00%),1 (0.25),←,
27,"Gardiner, Darcy",22y 246d,72 (17-0-55 23.61%),4 (0.06),←,
30,"Hipwood, Eric",20y 255d,40 (8-0-32 20.00%),55 (1.38),←,
2,"Hodge, Luke",33y 345d,314 (181-2-131 57.96%),193 (0.61),9 (1-0-8 11.11%),
12,"Martin, Stefan",31y 190d,146 (33-1-112 22.95%),39 (0.27),89 (19-0-70 21.35%),16 (0.18)
6,"McCluggage, Hugh",20y 84d,28 (5-0-23 17.86%),12 (0.43),←,
46,"McInerney, Oscar",23y 320d,5 (1-0-4 20.00%),4 (0.80),←,
25,"McStay, Daniel",22y 336d,68 (14-0-54 20.59%),37 (0.54),←,
16,"Rayner, Cam",18y 217d,10 (1-0-9 10.00%),8 (0.80),←,
10,"Rich, Daniel",27y 353d,171 (53-1-117 31.29%),102 (0.60),←,
18,"Robertson, Nick",22y 357d,56 (8-0-48 14.29%),8 (0.14),←,
5,"Robinson, Mitch",28y 353d,158 (60-1-97 38.29%),83 (0.53),58 (9-0-49 15.52%),25 (0.43)
28,"Taylor, Lewis",23y 98d,95 (19-0-76 20.00%),71 (0.75),←,
29,"Witherden, Alex",19y 258d,19 (3-0-16 15.79%),2 (0.11),←,
15,"Zorko, Dayne",29y 106d,132 (38-0-94 28.79%),150 (1.14),←,
Totals,Totals,24y 163d,1819 (658-8-1153 36.17%),1164 (0.64),,
C,"Fagan, Chris",56y 337d,32 (6-0-26 18.75%),,←,
