Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",12,5,3,15,1,1.0,,4.0,2.0,5.0,1.0,3.0,2.0,1.0,,7.0,9.0,1.0,1.0,3.0,4.0,,91.0
21,"Barlow, Michael",12,5,14,26,1,,1.0,5.0,1.0,4.0,4.0,8.0,1.0,3.0,,14.0,11.0,2.0,1.0,,,,89.0
6,"Broughton, Greg",11,4,15,26,,,,8.0,3.0,,5.0,6.0,4.0,5.0,,14.0,12.0,1.0,,1.0,,,82.0
30,"Clarke, Zac",5,2,6,11,2,1.0,8.0,10.0,,2.0,2.0,1.0,3.0,1.0,,6.0,5.0,1.0,1.0,2.0,,,88.0
15,"Crowley, Ryan",9,3,6,15,,1.0,,1.0,1.0,1.0,3.0,1.0,,,,5.0,10.0,,1.0,,,,89.0
40,"de Boer, Matt",4,2,3,7,,,,5.0,,2.0,1.0,2.0,,1.0,,4.0,3.0,,,,,1.0,85.0
41 ↑,"Duffield, Paul",4,3,1,5,,,,,1.0,,,,,,,2.0,3.0,1.0,,,,,41.0
7,"Fyfe, Nat",13,6,6,19,1,,1.0,4.0,,5.0,3.0,1.0,1.0,,1.0,10.0,8.0,3.0,,3.0,1.0,2.0,84.0
12 ↓,"Griffin, Jonathon",4,2,3,7,,,7.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,7.0,1.0,1.0,,,,1.0,42.0
14,"Grover, Antoni",8,6,7,15,,,,,2.0,1.0,,,1.0,,,7.0,9.0,1.0,,5.0,,,89.0
32,"Hill, Stephen",9,3,6,15,2,,,2.0,2.0,3.0,1.0,,,,,6.0,9.0,1.0,1.0,7.0,4.0,,85.0
5,"Ibbotson, Garrick",16,4,3,19,,,,2.0,3.0,1.0,,2.0,2.0,,,4.0,14.0,,,5.0,,1.0,94.0
37,"Johnson, Michael",11,5,2,13,,2.0,,4.0,,3.0,,1.0,,1.0,,4.0,9.0,2.0,1.0,,,,87.0
34,"Lower, Nick",11,3,3,14,,,,5.0,2.0,2.0,3.0,4.0,1.0,1.0,,5.0,9.0,,,,,,68.0
23,"Mayne, Chris",3,4,3,6,1,1.0,,2.0,,2.0,,3.0,1.0,3.0,,3.0,4.0,,,,2.0,,85.0
18,"McPharlin, Luke",12,7,8,20,,,,5.0,5.0,,,3.0,,2.0,,6.0,12.0,1.0,,2.0,,,96.0
9,"McPhee, Adam",7,3,5,12,1,1.0,,5.0,,,4.0,2.0,,,,8.0,4.0,1.0,3.0,2.0,,,82.0
13,"Mzungu, Tendai",10,4,12,22,,,,5.0,2.0,3.0,,3.0,,1.0,,8.0,13.0,1.0,,3.0,,,95.0
29,"Pavlich, Matthew",11,4,9,20,,,1.0,2.0,1.0,3.0,5.0,2.0,1.0,2.0,,9.0,11.0,1.0,,1.0,,,90.0
24,"Roberton, Dylan",6,3,3,9,,,,,2.0,,1.0,2.0,1.0,2.0,,3.0,7.0,,,3.0,,,81.0
36,"Silvagni, Alex",4,1,1,5,,,,2.0,,1.0,,1.0,2.0,,,4.0,1.0,1.0,,6.0,,,90.0
8,"Suban, Nick",2,2,1,3,,,,3.0,2.0,1.0,,1.0,,1.0,,1.0,3.0,,,,1.0,,66.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,81,120,304,9,10.0,18.0,75.0,31.0,40.0,36.0,47.0,21.0,25.0,1.0,137.0,167.0,19.0,9.0,43.0,12.0,5.0,
Opposition,Opposition,217,110,131,348,8,17.0,53.0,72.0,28.0,44.0,35.0,48.0,25.0,21.0,5.0,142.0,204.0,16.0,13.0,46.0,17.0,3.0,
