Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
44,"Bellchambers, Tom",19y 312d,5 (1-0-4 20.00%),1 (0.20),←,
29,"Davey, Alwyn",25y 2d,27 (14-0-13 51.85%),24 (0.89),←,
15,"Dempsey, Courtenay",21y 262d,18 (5-0-13 27.78%),8 (0.44),←,
2,"Dyson, Ricky",23y 231d,72 (26-1-45 36.81%),33 (0.46),←,
39,"Hocking, Heath",21y 141d,11 (5-0-6 45.45%),3 (0.27),←,
26,"Hooker, Cale",20y 216d,5 (1-0-4 20.00%),,←,
43,"Houli, Bachar",21y 5d,17 (6-0-11 35.29%),7 (0.41),←,
18,"Lloyd, Matthew",31y 31d,260 (150-2-108 58.08%),907 (3.49),←,
14,"Lonergan, Sam",22y 52d,25 (10-0-15 40.00%),12 (0.48),←,
42,"Lovett-Murray, Nathan",26y 180d,89 (31-0-58 34.83%),51 (0.57),←,
13,"Lovett, Andrew",26y 187d,74 (24-1-49 33.11%),79 (1.07),←,
33,"McPhee, Adam",26y 223d,153 (60-0-93 39.22%),82 (0.54),128 (54-0-74 42.19%),73 (0.57)
6,"Monfries, Angus",22y 118d,80 (27-1-52 34.38%),72 (0.90),←,
23,"Myers, David",19y 321d,14 (7-0-7 50.00%),2 (0.14),←,
1,"Neagle, Jay",21y 120d,11 (4-0-7 36.36%),17 (1.55),←,
16,"Pears, Tayte",19y 54d,13 (4-0-9 30.77%),3 (0.23),←,
30,"Ryder, Paddy",21y 64d,60 (23-1-36 39.17%),14 (0.23),←,
20,"Slattery, Henry",23y 115d,60 (23-1-36 39.17%),11 (0.18),←,
5,"Stanton, Brent",23y 16d,106 (38-1-67 36.32%),67 (0.63),←,
4,"Watson, Jobe",24y 98d,80 (31-1-48 39.38%),25 (0.31),←,
8,"Winderlich, Jason",24y 219d,64 (23-0-41 35.94%),28 (0.44),←,
11,"Zaharakis, David",19y 85d,7 (4-0-3 57.14%),4 (0.57),←,
Totals,Totals,22y 338d,1251 (517-9-725 41.33%),1450 (1.16),,
C,"Knights, Matthew",38y 224d,30 (12-0-18 40.00%),,←,
