North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",24y 334d,152 (78-0-74 51.32%),27 (0.18),←,
50,"Brown, Ben",24y 266d,75 (41-0-34 54.67%),145 (1.93),←,
13,"Clarke, Ryan",20y 57d,19 (6-0-13 31.58%),6 (0.32),←,
10,"Cunnington, Ben",26y 44d,163 (85-0-78 52.15%),65 (0.40),←,
14,"Dumont, Trent",22y 44d,37 (10-0-27 27.03%),14 (0.38),←,
24,"Durdin, Sam",21y 68d,6 (1-0-5 16.67%),,←,
27,"Garner, Taylor",23y 217d,33 (16-0-17 48.48%),22 (0.67),←,
43,"Gibson, Sam",31y 78d,128 (68-0-60 53.13%),50 (0.39),←,
22,"Goldstein, Todd",29y 43d,188 (96-1-91 51.33%),100 (0.53),←,
4,"Higgins, Shaun",29y 162d,181 (85-1-95 47.24%),194 (1.07),52 (27-0-25 51.92%),66 (1.27)
8,"Hrovat, Nathan",23y 67d,50 (19-0-31 38.00%),25 (0.50),20 (5-0-15 25.00%),11 (0.55)
11,"McDonald, Luke",22y 185d,72 (38-0-34 52.78%),11 (0.15),←,
42,"Mountford, Declan",20y 181d,10 (1-0-9 10.00%),3 (0.30),←,
17,"Mullett, Aaron",25y 171d,84 (39-0-45 46.43%),31 (0.37),←,
26,"Nielson, Dan",21y 96d,6 (1-0-5 16.67%),,←,
31,"Preuss, Braydon",22y 58d,7 (1-0-6 14.29%),5 (0.71),←,
21,"Simpkin, Jy",19y 161d,11 (2-0-9 18.18%),7 (0.64),←,
9,"Swallow, Andrew",30y 72d,222 (109-1-112 49.32%),80 (0.36),←,
25,"Tarrant, Robbie",28y 110d,103 (49-0-54 47.57%),42 (0.41),←,
16,"Thompson, Scott",31y 96d,198 (95-2-101 48.48%),7 (0.04),←,
28,"Turner, Kayne",21y 225d,34 (18-0-16 52.94%),32 (0.94),←,
44,"Zurhaar, Cameron",19y 83d,3 (0-0-3 0.00%),2 (0.67),←,
Totals,Totals,24y 161d,1782 (858-5-919 48.15%),868 (0.49),,
C,"Scott, Brad",41y 102d,177 (90-0-87 50.85%),,←,
